order_item_id,order_id,quantity,product_id,unit_price,discount(%),shipping_cost
OI057553,O25494,1,P31493,3000.0,2.02,241.66
OI057554,O25494,1,P22689,1440.0,17.37,220.97
OI057555,O25494,1,P16111,1380.0,6.44,138.55
OI057556,O25495,1,P11848,17640.0,22.71,2774.28
OI057557,O25496,1,P04352,3630.0,14.43,548.56
OI057558,O25496,3,P21801,3800.0,17.92,191.79
OI057559,O25496,2,P06388,3240.0,20.3,391.79
OI057560,O25497,2,P08183,14330.0,23.41,744.34
OI057561,O25498,3,P29588,1720.0,1.38,86.35
OI057562,O25498,1,P31112,2660.0,9.97,134.0
OI057563,O25499,3,P14510,2900.0,11.95,291.88
OI057564,O25499,2,P10270,2760.0,1.69,138.8
OI057565,O25499,1,P09982,230.0,18.33,27.66
OI057566,O25500,1,P11169,13540.0,9.87,699.02
OI057567,O25501,1,P21129,760.0,12.16,91.56
OI057568,O25501,2,P07701,610.0,14.86,61.15
OI057569,O25502,3,P26645,2800.0,10.5,140.88
OI057570,O25502,2,P00261,1110.0,22.23,89.02
OI057571,O25502,1,P26488,3990.0,6.54,402.61
OI057572,O25502,1,P07730,4220.0,0.56,638.98
OI057573,O25503,1,P21641,13040.0,20.17,1608.43
OI057574,O25504,1,P29350,6090.0,10.21,925.31
OI057575,O25504,1,P08943,5700.0,11.33,577.7
OI057576,O25504,1,P25400,590.0,11.16,70.98
OI057577,O25505,1,P26952,9470.0,12.15,1158.99
OI057578,O25506,1,P32257,14550.0,23.45,2247.1
OI057579,O25506,2,P29247,9370.0,17.68,1450.11
OI057580,O25507,1,P18847,2910.0,7.01,439.35
OI057581,O25507,1,P30415,2520.0,17.13,253.37
OI057582,O25507,1,P31220,1940.0,4.64,233.84
OI057583,O25508,1,P08943,5700.0,16.65,693.23
OI057584,O25508,1,P19721,4490.0,5.8,685.74
OI057585,O25508,2,P31095,1870.0,17.69,281.83
OI057586,O25508,1,P09906,880.0,7.25,107.78
OI057587,O25509,2,P19822,11250.0,17.91,1387.12
OI057588,O25510,1,P20790,100.0,12.41,10.01
OI057589,O25510,1,P27116,1170.0,13.63,93.88
OI057590,O25511,2,P29970,4140.0,10.43,208.78
OI057591,O25511,2,P22327,4350.0,17.15,219.61
OI057592,O25511,1,P10767,3230.0,9.4,488.82
OI057593,O25512,2,P05638,5680.0,4.79,690.84
OI057594,O25512,1,P10997,300.0,18.78,15.21
OI057595,O25512,1,P14740,3350.0,0.76,404.97
OI057596,O25513,2,P10881,590.0,6.21,47.27
OI057597,O25513,2,P04335,320.0,10.98,38.72
OI057598,O25513,2,P09754,680.0,3.79,68.11
OI057599,O25513,1,P06570,1930.0,11.24,232.59
OI057600,O25514,2,P25745,1090.0,2.91,87.41
OI057601,O25514,1,P12004,130.0,11.86,13.05
OI057602,O25514,1,P13102,3970.0,0.57,320.28
OI057603,O25515,1,P18130,14090.0,26.83,724.78
OI057604,O25516,1,P02297,19340.0,20.63,2036.27
OI057605,O25517,1,P32453,11920.0,19.27,1222.8
OI057606,O25517,1,P06458,10800.0,19.68,1324.98
OI057607,O25518,1,P10319,1500.0,17.04,75.29
OI057608,O25518,1,P07349,2400.0,11.71,194.24
OI057609,O25518,1,P03948,150.0,2.74,15.04
OI057610,O25518,1,P21390,6050.0,10.02,306.37
OI057611,O25519,1,P24650,3360.0,5.33,406.19
OI057612,O25519,1,P19748,5820.0,18.82,298.66
OI057613,O25519,1,P07386,1130.0,17.7,135.95
OI057614,O25520,2,P18273,3320.0,6.7,501.51
OI057615,O25520,1,P07582,620.0,10.0,93.21
OI057616,O25520,1,P15090,1420.0,2.88,114.79
OI057617,O25521,1,P18306,490.0,7.43,58.96
OI057618,O25521,2,P07898,3470.0,9.96,524.32
OI057619,O25521,2,P12508,370.0,7.29,29.64
OI057620,O25521,1,P20166,1740.0,3.5,174.75
OI057621,O25522,1,P07968,135320.0,39.36,20675.38
OI057622,O25523,1,P21670,4690.0,2.34,712.07
OI057623,O25523,1,P01421,5800.0,2.03,293.6
OI057624,O25524,1,P13698,810.0,19.94,121.89
OI057625,O25524,1,P25405,2630.0,18.27,265.49
OI057626,O25524,2,P08705,4860.0,10.73,392.7
OI057627,O25525,1,P05405,3000.0,10.77,453.2
OI057628,O25525,1,P14667,2230.0,0.64,112.04
OI057629,O25525,2,P25321,1830.0,7.45,184.13
OI057630,O25526,1,P02876,140.0,2.74,11.22
OI057631,O25526,1,P28625,5160.0,6.53,522.98
OI057632,O25526,2,P00791,120.0,10.96,18.03
OI057633,O25526,1,P11882,4960.0,13.11,753.17
OI057634,O25527,1,P22501,6780.0,7.84,1032.82
OI057635,O25527,1,P05621,7450.0,16.82,384.83
OI057636,O25528,2,P18307,12770.0,16.43,1310.89
OI057637,O25528,1,P21857,6730.0,26.01,819.0
OI057638,O25529,1,P15027,7370.0,15.06,1125.11
OI057639,O25530,1,P07753,17410.0,41.0,1804.58
OI057640,O25531,2,P13209,950.0,7.95,95.28
OI057641,O25531,3,P00437,2750.0,20.5,415.26
OI057642,O25532,1,P24581,4790.0,8.55,387.68
OI057643,O25532,1,P24727,3880.0,9.11,469.35
OI057644,O25532,2,P17325,1020.0,12.5,153.37
OI057645,O25533,1,P09458,7100.0,9.54,720.79
OI057646,O25533,1,P26958,7890.0,16.39,809.77
OI057647,O25533,1,P04752,14770.0,13.77,764.3
OI057648,O25534,1,P01774,14500.0,22.32,2240.25
OI057649,O25534,1,P24077,14070.0,22.02,1450.18
OI057650,O25535,1,P29943,13020.0,10.2,1336.69
OI057651,O25535,1,P03429,11050.0,28.82,580.57
OI057652,O25536,2,P23453,2850.0,11.42,432.03
OI057653,O25536,2,P08937,5260.0,11.04,275.92
OI057654,O25537,1,P14305,12030.0,24.65,1851.6
OI057655,O25537,1,P10875,13290.0,9.58,1643.57
OI057656,O25538,1,P00166,5540.0,17.84,560.36
OI057657,O25538,1,P26766,5220.0,20.24,633.57
OI057658,O25539,1,P14426,3470.0,17.47,526.3
OI057659,O25539,1,P11715,2010.0,10.39,302.83
OI057660,O25540,1,P18129,16260.0,41.87,843.99
OI057661,O25541,1,P30727,4040.0,11.95,407.67
OI057662,O25541,1,P27801,2860.0,12.92,288.78
OI057663,O25542,2,P12834,7210.0,21.3,1145.44
OI057664,O25543,2,P19072,4990.0,11.11,406.38
OI057665,O25543,3,P18678,1010.0,20.57,50.62
OI057666,O25544,1,P30514,81440.0,37.53,14292.48
OI057667,O25545,1,P32515,11400.0,14.3,1166.56
OI057668,O25546,1,P13936,2810.0,3.58,282.62
OI057669,O25546,1,P27346,1230.0,5.47,61.7
OI057670,O25546,2,P24780,6050.0,0.77,613.77
OI057671,O25547,1,P31854,11720.0,6.93,604.25
OI057672,O25548,1,P30697,2540.0,2.85,127.8
OI057673,O25548,3,P15897,830.0,21.68,85.95
OI057674,O25549,1,P29818,830.0,20.1,83.16
OI057675,O25549,2,P00455,720.0,22.22,36.11
OI057676,O25550,1,P09918,3320.0,4.4,267.44
OI057677,O25550,1,P08946,720.0,0.34,108.6
OI057678,O25551,1,P17892,8320.0,16.04,1269.77
OI057679,O25552,1,P29895,990.0,4.13,119.2
OI057680,O25552,2,P01245,2550.0,13.15,205.92
OI057681,O25552,1,P19375,1690.0,5.7,254.46
OI057682,O25553,1,P16597,15600.0,24.67,1616.0
OI057683,O25554,1,P00850,8790.0,27.51,904.12
OI057684,O25555,1,P10130,13090.0,11.75,672.81
OI057685,O25555,1,P30284,7440.0,21.37,604.35
OI057686,O25556,1,P14024,4980.0,8.14,403.32
OI057687,O25557,2,P13326,3590.0,6.05,543.12
OI057688,O25557,1,P28218,4200.0,11.43,423.78
OI057689,O25558,1,P03464,2450.0,7.26,197.51
OI057690,O25558,2,P03667,310.0,21.41,24.83
OI057691,O25558,1,P26961,4110.0,21.86,414.67
OI057692,O25558,1,P16829,3340.0,15.92,270.27
OI057693,O25559,2,P21676,11220.0,19.2,1378.7
OI057694,O25560,1,P23575,8020.0,36.34,1222.42
OI057695,O25560,1,P32641,11760.0,14.21,1207.42
OI057696,O25561,2,P16414,7880.0,10.14,802.15
OI057697,O25562,1,P27180,5420.0,9.45,825.55
OI057698,O25562,3,P15760,660.0,10.42,79.38
OI057699,O25562,2,P20815,5570.0,12.12,848.98
OI057700,O25563,1,P10128,8500.0,15.65,866.83
OI057701,O25563,1,P05779,8030.0,12.88,1225.05
OI057702,O25564,1,P03436,790.0,12.79,63.31
OI057703,O25564,1,P11770,3770.0,14.93,190.8
OI057704,O25565,1,P08643,7730.0,8.72,393.87
OI057705,O25565,1,P19698,8200.0,14.16,667.28
OI057706,O25566,1,P28191,1940.0,18.84,194.95
OI057707,O25566,1,P31557,870.0,10.23,44.92
OI057708,O25566,1,P24667,3410.0,13.34,344.21
OI057709,O25567,2,P12116,2000.0,3.59,301.77
OI057710,O25567,1,P06459,800.0,3.24,40.12
OI057711,O25568,1,P31572,4910.0,15.05,597.76
OI057712,O25568,1,P15649,5610.0,13.68,567.52
OI057713,O25568,3,P13403,3450.0,6.53,173.85
OI057714,O25568,2,P10265,5040.0,0.71,254.89
OI057715,O25568,1,P10490,2100.0,17.37,214.87
OI057716,O25569,1,P12403,12320.0,28.13,1262.85
OI057717,O25570,1,P03235,10320.0,12.52,1053.61
OI057718,O25571,1,P02440,2300.0,2.79,115.66
OI057719,O25571,3,P31372,2600.0,0.27,131.14
OI057720,O25572,2,P09137,2700.0,14.71,327.24
OI057721,O25572,1,P05105,880.0,0.9,106.38
OI057722,O25572,1,P02606,5760.0,9.05,291.66
OI057723,O25572,1,P12522,2210.0,18.2,111.01
OI057724,O25572,1,P08076,2730.0,22.04,412.04
OI057725,O25573,1,P17417,12740.0,19.08,1568.77
OI057726,O25573,1,P24318,11850.0,14.73,984.97
OI057727,O25574,1,P16471,1150.0,4.09,57.64
OI057728,O25574,1,P27005,2460.0,5.6,197.89
OI057729,O25574,1,P25138,1310.0,20.56,105.31
OI057730,O25575,1,P08184,4320.0,17.92,218.0
OI057731,O25575,2,P10577,1750.0,13.3,175.79
OI057732,O25575,2,P25885,1820.0,17.19,91.51
OI057733,O25575,1,P12936,1950.0,3.43,195.92
OI057734,O25576,1,P08555,10520.0,18.4,877.49
OI057735,O25576,1,P07156,6970.0,13.97,709.36
OI057736,O25577,1,P25013,5340.0,15.88,647.8
OI057737,O25577,1,P11034,4260.0,0.2,215.86
OI057738,O25577,1,P17969,2430.0,3.03,122.32
OI057739,O25578,1,P03689,5110.0,4.17,414.33
OI057740,O25578,1,P08854,870.0,2.69,131.33
OI057741,O25578,1,P02427,3260.0,1.07,164.14
OI057742,O25578,2,P07172,2510.0,20.56,303.13
OI057743,O25578,1,P16122,3140.0,22.42,317.7
OI057744,O25579,1,P19309,3090.0,9.69,155.73
OI057745,O25579,1,P31847,1220.0,6.16,61.23
OI057746,O25579,1,P10764,160.0,3.33,12.81
OI057747,O25579,1,P19189,2500.0,8.96,251.46
OI057748,O25579,2,P09856,5580.0,12.42,677.85
OI057749,O25580,1,P16394,8610.0,31.43,442.13
OI057750,O25580,1,P31191,9310.0,36.44,759.41
OI057751,O25581,2,P06017,1990.0,3.87,100.16
OI057752,O25581,2,P24748,290.0,0.72,29.05
OI057753,O25581,1,P08705,4860.0,12.58,392.7
OI057754,O25581,1,P19452,2780.0,3.07,279.71
OI057755,O25581,1,P31557,870.0,0.7,134.75
OI057756,O25582,1,P29181,300.0,13.46,24.02
OI057757,O25582,1,P19291,6080.0,6.63,924.91
OI057758,O25583,1,P06283,470.0,6.87,47.08
OI057759,O25583,1,P18963,4890.0,3.29,592.86
OI057760,O25583,3,P14653,1830.0,4.16,220.59
OI057761,O25584,1,P30546,11630.0,12.21,1429.74
OI057762,O25585,1,P14708,14270.0,18.18,2203.3
OI057763,O25585,2,P04985,6600.0,10.08,804.99
OI057764,O25586,1,P16059,10380.0,18.48,1334.24
OI057765,O25587,1,P23483,6070.0,0.08,924.38
OI057766,O25587,2,P12759,5070.0,9.89,410.04
OI057767,O25588,1,P01559,10470.0,24.66,855.31
OI057768,O25588,1,P25812,13710.0,21.28,1127.53
OI057769,O25588,1,P19643,9890.0,14.67,1213.84
OI057770,O25589,1,P19821,340.0,15.6,27.24
OI057771,O25589,1,P16898,3380.0,5.22,511.61
OI057772,O25589,1,P14606,1580.0,15.22,126.85
OI057773,O25589,1,P19633,4890.0,1.67,594.56
OI057774,O25590,2,P23546,9860.0,28.42,804.99
OI057775,O25590,1,P21698,13890.0,35.14,1713.94
OI057776,O25591,1,P08988,13340.0,24.44,1374.13
OI057777,O25592,1,P04286,76660.0,30.1,8921.08
OI057778,O25593,1,P07405,14870.0,22.41,765.83
OI057779,O25593,1,P01279,11770.0,11.92,1448.05
OI057780,O25594,1,P01087,4030.0,1.26,488.03
OI057781,O25594,2,P05792,6020.0,13.86,495.54
OI057782,O25595,1,P21813,1690.0,17.86,169.64
OI057783,O25595,1,P11793,1960.0,1.11,197.04
OI057784,O25596,1,P26244,2820.0,8.33,425.89
OI057785,O25596,1,P22851,5830.0,0.61,590.61
OI057786,O25596,2,P27426,5740.0,2.56,290.64
OI057787,O25596,1,P10925,3600.0,4.17,363.02
OI057788,O25597,1,P22392,9170.0,20.92,1121.02
OI057789,O25597,1,P31429,11650.0,5.66,596.31
OI057790,O25597,2,P26039,14770.0,7.42,1829.01
OI057791,O25598,1,P12632,14660.0,36.92,2267.43
OI057792,O25598,1,P14050,12630.0,9.34,1301.34
OI057793,O25599,1,P11899,1680.0,12.58,84.3
OI057794,O25599,1,P25372,2850.0,0.34,431.11
OI057795,O25599,1,P02359,4590.0,14.89,231.74
OI057796,O25599,2,P00999,4120.0,6.21,332.45
OI057797,O25599,2,P03631,590.0,14.74,59.11
OI057798,O25600,1,P13809,6940.0,13.28,1059.72
OI057799,O25600,1,P19354,14290.0,31.89,735.63
OI057800,O25601,1,P16873,15140.0,15.5,2354.41
OI057801,O25602,2,P20114,7310.0,18.71,593.93
OI057802,O25603,1,P25034,1530.0,2.17,184.24
OI057803,O25603,1,P10721,5940.0,5.94,618.76
OI057804,O25603,1,P08010,5570.0,9.4,282.52
OI057805,O25603,1,P02545,5900.0,0.51,478.23
OI057806,O25604,1,P23614,18700.0,27.44,971.47
OI057807,O25605,1,P11692,1880.0,1.38,226.61
OI057808,O25605,1,P15952,290.0,5.14,23.24
OI057809,O25605,1,P04890,3350.0,9.35,168.72
OI057810,O25605,1,P05842,3350.0,16.27,337.51
OI057811,O25606,1,P06523,6950.0,22.7,1058.76
OI057812,O25607,1,P22322,2360.0,15.22,237.52
OI057813,O25607,1,P23875,1090.0,8.27,87.67
OI057814,O25607,3,P13058,370.0,9.17,37.11
OI057815,O25608,1,P30433,1570.0,6.9,126.09
OI057816,O25608,1,P00936,760.0,5.07,76.15
OI057817,O25608,1,P32846,5710.0,6.53,867.57
OI057818,O25608,1,P26604,5660.0,15.78,872.45
OI057819,O25609,2,P21806,4560.0,7.94,230.24
OI057820,O25609,2,P24039,310.0,9.06,15.52
OI057821,O25609,2,P18291,2330.0,17.64,281.11
OI057822,O25609,2,P16240,810.0,4.29,40.6
OI057823,O25609,1,P29442,3780.0,20.99,191.0
OI057824,O25610,1,P02160,370.0,18.42,55.6
OI057825,O25610,1,P04643,510.0,12.05,52.08
OI057826,O25611,2,P31623,6190.0,15.92,752.85
OI057827,O25611,1,P09028,9980.0,32.12,1041.37
OI057828,O25612,1,P09010,13480.0,22.49,1710.22
OI057829,O25612,1,P32308,8880.0,29.91,904.04
OI057830,O25613,2,P13604,1180.0,0.53,119.1
OI057831,O25613,1,P23844,4820.0,11.74,488.19
OI057832,O25614,1,P27775,11700.0,23.46,601.03
OI057833,O25615,1,P21050,12610.0,14.94,1293.56
OI057834,O25616,1,P05389,93250.0,16.59,11077.17
OI057835,O25617,1,P09592,5050.0,19.72,408.32
OI057836,O25617,1,P15295,5700.0,12.08,595.25
OI057837,O25617,1,P05915,3300.0,14.55,332.57
OI057838,O25617,1,P29841,2000.0,22.02,301.6
OI057839,O25618,2,P26729,1910.0,12.33,287.68
OI057840,O25618,1,P15735,6060.0,12.32,745.69
OI057841,O25618,1,P20515,3550.0,21.09,429.37
OI057842,O25619,1,P09314,4690.0,22.03,379.21
OI057843,O25619,1,P30959,3000.0,7.44,241.81
OI057844,O25619,2,P30395,5450.0,12.84,441.71
OI057845,O25620,2,P22466,4150.0,13.53,209.59
OI057846,O25620,1,P00821,5460.0,12.92,444.19
OI057847,O25620,1,P15090,1420.0,2.24,172.18
OI057848,O25620,1,P00341,4890.0,1.75,493.93
OI057849,O25621,1,P02695,9390.0,22.46,478.74
OI057850,O25621,1,P00587,7010.0,22.01,711.25
OI057851,O25622,1,P29057,850.0,1.13,68.16
OI057852,O25622,1,P07919,2750.0,1.43,138.61
OI057853,O25623,2,P02456,1740.0,8.65,87.34
OI057854,O25623,1,P31017,2270.0,19.34,273.8
OI057855,O25624,1,P22641,9140.0,18.75,934.55
OI057856,O25624,1,P17322,8410.0,26.35,700.26
OI057857,O25625,1,P13402,2530.0,15.52,305.44
OI057858,O25625,1,P08507,980.0,14.64,118.23
OI057859,O25625,3,P04677,4720.0,4.3,477.92
OI057860,O25625,1,P09653,2040.0,3.62,204.91
OI057861,O25625,1,P05748,1650.0,10.2,82.99
OI057862,O25626,1,P20965,13120.0,29.21,2025.35
OI057863,O25627,1,P20473,14410.0,15.68,1779.38
OI057864,O25628,2,P07608,2970.0,20.62,299.06
OI057865,O25629,1,P31576,10720.0,19.22,548.08
OI057866,O25630,1,P21518,7190.0,37.26,584.47
OI057867,O25630,1,P14574,14250.0,8.68,1762.15
OI057868,O25631,1,P14596,1710.0,6.86,138.23
OI057869,O25631,1,P05805,1280.0,2.15,154.15
OI057870,O25631,1,P07778,6120.0,18.16,743.76
OI057871,O25631,1,P20942,1630.0,1.65,196.47
OI057872,O25631,3,P31528,860.0,21.87,69.88
OI057873,O25632,1,P16742,4550.0,0.81,551.02
OI057874,O25633,2,P10455,4640.0,6.31,703.09
OI057875,O25633,2,P07254,3880.0,18.98,469.27
OI057876,O25634,1,P07672,10060.0,11.37,1026.74
OI057877,O25635,1,P10778,14310.0,9.52,1474.01
OI057878,O25636,1,P15046,5130.0,6.04,518.98
OI057879,O25636,1,P15588,2150.0,16.94,108.03
OI057880,O25636,2,P28984,4830.0,9.94,243.91
OI057881,O25637,1,P27677,3850.0,2.19,194.37
OI057882,O25637,1,P22391,270.0,12.77,40.59
OI057883,O25638,1,P25310,10650.0,29.93,875.09
OI057884,O25639,1,P09514,16800.0,23.9,2085.35
OI057885,O25640,1,P08457,3520.0,0.1,533.83
OI057886,O25640,2,P02229,5500.0,11.63,667.52
OI057887,O25640,1,P28011,3310.0,9.2,271.82
OI057888,O25640,1,P10954,4480.0,0.59,226.14
OI057889,O25640,1,P11044,5590.0,3.17,453.63
OI057890,O25641,1,P24865,4060.0,22.46,205.7
OI057891,O25641,2,P17901,4050.0,13.91,204.18
OI057892,O25642,1,P17350,8980.0,15.34,470.0
OI057893,O25642,1,P19674,7830.0,22.24,636.33
OI057894,O25643,1,P27369,7390.0,26.04,900.97
OI057895,O25643,1,P20662,9430.0,12.25,1441.32
OI057896,O25643,1,P05552,10140.0,12.24,830.38
OI057897,O25644,1,P06806,11170.0,11.66,571.16
OI057898,O25645,1,P20215,10620.0,28.92,542.6
OI057899,O25646,1,P04798,9080.0,35.77,463.06
OI057900,O25646,1,P13059,13720.0,16.94,705.3
OI057901,O25647,2,P18516,1100.0,14.98,110.31
OI057902,O25647,2,P02757,3870.0,11.58,468.18
OI057903,O25647,1,P21297,5190.0,21.47,787.13
OI057904,O25647,1,P31177,4770.0,16.36,724.76
OI057905,O25648,1,P32942,8620.0,13.95,439.98
OI057906,O25649,1,P32810,7780.0,21.53,795.16
OI057907,O25650,1,P21891,11350.0,16.22,1161.56
OI057908,O25650,2,P16526,7120.0,32.75,867.76
OI057909,O25650,2,P04411,14780.0,13.24,761.18
OI057910,O25651,1,P27952,3140.0,0.7,382.11
OI057911,O25651,1,P30283,5780.0,3.51,877.72
OI057912,O25651,1,P05318,990.0,2.07,99.28
OI057913,O25651,1,P06030,4880.0,7.2,498.64
OI057914,O25651,1,P20845,4600.0,11.8,376.35
OI057915,O25652,2,P02301,13200.0,26.81,2045.93
OI057916,O25652,1,P06081,8390.0,24.53,684.24
OI057917,O25652,2,P30427,9240.0,11.65,1130.73
OI057918,O25653,1,P08634,3090.0,8.27,156.12
OI057919,O25653,2,P00080,1420.0,14.25,73.53
OI057920,O25653,1,P01516,2090.0,0.09,252.0
OI057921,O25653,2,P01450,3290.0,20.02,265.43
OI057922,O25654,1,P22239,110140.0,31.03,16137.45
OI057923,O25655,1,P04397,15760.0,15.71,815.83
OI057924,O25656,2,P32144,4490.0,16.12,550.16
OI057925,O25656,3,P05490,2560.0,4.34,313.52
OI057926,O25657,1,P31095,1870.0,0.07,225.46
OI057927,O25657,1,P26489,1040.0,19.16,104.79
OI057928,O25657,1,P31083,3730.0,17.6,451.21
OI057929,O25658,1,P04119,118680.0,24.73,11751.79
OI057930,O25659,2,P17031,12330.0,9.49,1271.05
OI057931,O25659,1,P13233,7550.0,13.77,615.23
OI057932,O25660,1,P28309,8830.0,9.77,1351.47
OI057933,O25660,1,P32059,9940.0,13.82,812.36
OI057934,O25660,1,P13702,11790.0,16.86,1811.26
OI057935,O25661,1,P06302,11640.0,30.23,958.09
OI057936,O25662,1,P09758,2530.0,16.18,204.09
OI057937,O25662,1,P19321,660.0,3.22,33.11
OI057938,O25662,2,P07512,1910.0,19.43,290.57
OI057939,O25662,2,P02747,2500.0,9.55,301.71
OI057940,O25662,1,P10972,2390.0,22.37,192.15
OI057941,O25663,2,P07934,11520.0,7.61,589.5
OI057942,O25664,2,P17641,3220.0,17.23,261.89
OI057943,O25664,2,P20503,2230.0,3.14,224.71
OI057944,O25665,2,P10964,6840.0,15.42,693.63
OI057945,O25666,1,P05990,15630.0,16.36,1315.52
OI057946,O25667,2,P08300,910.0,21.79,136.91
OI057947,O25667,3,P30715,2910.0,19.76,234.46
OI057948,O25668,2,P27812,240.0,10.19,36.02
OI057949,O25668,1,P03557,2690.0,2.75,406.98
OI057950,O25668,1,P27879,2420.0,4.85,121.71
OI057951,O25669,3,P11793,1960.0,8.94,157.63
OI057952,O25669,1,P20048,1810.0,3.87,90.84
OI057953,O25669,1,P03296,4470.0,0.19,541.68
OI057954,O25670,1,P14142,11050.0,36.59,904.51
OI057955,O25671,2,P13953,1640.0,21.11,247.47
OI057956,O25671,1,P13787,5020.0,17.3,254.27
OI057957,O25672,1,P14709,32610.0,41.56,1737.49
OI057958,O25673,2,P31245,4020.0,8.59,610.08
OI057959,O25673,1,P21249,3540.0,4.95,428.15
OI057960,O25673,1,P16460,4890.0,21.76,493.88
OI057961,O25674,2,P30582,11430.0,28.01,1771.87
OI057962,O25674,1,P01544,9150.0,34.41,471.04
OI057963,O25675,1,P14923,1010.0,5.34,81.8
OI057964,O25675,1,P03434,6040.0,2.28,734.72
OI057965,O25676,2,P06839,1440.0,12.28,221.35
OI057966,O25677,2,P13195,12830.0,15.32,1583.11
OI057967,O25677,1,P29671,8990.0,23.7,1374.43
OI057968,O25677,1,P17157,11370.0,20.06,932.47
OI057969,O25678,2,P07263,270.0,4.84,33.0
OI057970,O25678,1,P28034,1180.0,10.8,177.59
OI057971,O25678,2,P04943,5250.0,11.56,424.54
OI057972,O25679,1,P24782,2970.0,4.22,449.48
OI057973,O25680,1,P28039,14650.0,22.5,1207.75
OI057974,O25681,1,P16481,7360.0,25.14,1125.22
OI057975,O25681,1,P24079,10290.0,13.51,846.07
OI057976,O25682,1,P30770,250.0,15.0,25.02
OI057977,O25682,2,P18976,2220.0,1.9,226.65
OI057978,O25682,2,P22332,4870.0,8.04,590.73
OI057979,O25683,1,P05649,4530.0,2.39,548.94
OI057980,O25683,1,P23594,3360.0,9.23,407.44
OI057981,O25683,2,P25373,920.0,0.08,73.84
OI057982,O25683,1,P00858,2520.0,0.23,253.37
OI057983,O25683,2,P04208,4400.0,20.23,666.6
OI057984,O25684,1,P17275,53530.0,18.72,2966.26
OI057985,O25685,1,P25484,7520.0,18.0,1146.81
OI057986,O25685,2,P06151,12510.0,20.36,1284.05
OI057987,O25686,1,P17899,8850.0,36.59,450.95
OI057988,O25686,2,P28660,9400.0,29.61,969.89
OI057989,O25687,1,P12799,1490.0,5.1,183.25
OI057990,O25687,1,P31730,2350.0,9.57,283.49
OI057991,O25687,2,P17260,3640.0,0.28,183.36
OI057992,O25687,1,P27253,5770.0,0.78,292.09
OI057993,O25687,1,P06764,5620.0,6.53,682.92
OI057994,O25688,1,P10446,2610.0,5.07,315.59
OI057995,O25688,1,P22236,5510.0,4.05,668.68
OI057996,O25688,1,P02445,2150.0,21.62,215.97
OI057997,O25689,1,P06420,4800.0,7.06,242.66
OI057998,O25690,1,P05561,7720.0,30.91,1214.9
OI057999,O25690,1,P02080,9810.0,27.33,800.51
OI058000,O25691,1,P12307,15860.0,47.11,1309.55
OI058001,O25692,1,P09427,26410.0,28.09,2231.44
OI058002,O25693,1,P11861,1820.0,12.09,219.46
OI058003,O25693,1,P09714,5690.0,2.4,690.95
OI058004,O25694,1,P27326,11920.0,10.45,1834.87
OI058005,O25694,1,P04624,10730.0,15.65,548.07
OI058006,O25695,2,P14226,1590.0,4.63,79.91
OI058007,O25695,1,P01087,4030.0,6.07,406.69
OI058008,O25695,1,P26663,4520.0,9.47,228.29
OI058009,O25696,1,P02512,4560.0,17.22,552.68
OI058010,O25696,1,P03010,5010.0,10.38,608.61
OI058011,O25696,2,P07980,1700.0,3.15,256.07
OI058012,O25697,1,P19350,2590.0,0.07,390.63
OI058013,O25697,1,P09422,5970.0,4.32,605.2
OI058014,O25697,1,P05301,1100.0,4.25,132.34
OI058015,O25698,1,P18672,5420.0,8.82,438.43
OI058016,O25698,1,P22953,1600.0,5.91,241.03
OI058017,O25698,1,P30052,3300.0,5.16,399.01
OI058018,O25699,1,P03931,4120.0,18.05,332.53
OI058019,O25699,1,P05542,380.0,20.81,45.64
OI058020,O25699,1,P04555,4430.0,8.21,358.23
OI058021,O25700,2,P11517,3380.0,14.48,341.13
OI058022,O25700,1,P17483,750.0,7.74,37.73
OI058023,O25700,1,P04711,3600.0,6.29,362.81
OI058024,O25701,1,P19696,5300.0,17.83,535.78
OI058025,O25701,1,P02351,5900.0,10.85,897.39
OI058026,O25702,1,P00918,6100.0,15.9,497.83
OI058027,O25702,2,P29319,4630.0,6.24,560.86
OI058028,O25703,1,P18317,126240.0,39.79,23723.02
OI058029,O25704,1,P24642,9670.0,12.22,1183.54
OI058030,O25705,2,P30783,5050.0,9.96,255.25
OI058031,O25705,1,P06106,1780.0,11.44,178.74
OI058032,O25705,1,P21921,2800.0,0.82,422.6
OI058033,O25705,1,P01501,2080.0,0.59,209.09
OI058034,O25706,1,P28233,6400.0,30.66,324.96
OI058035,O25706,1,P20282,8090.0,35.83,1233.98
OI058036,O25707,2,P25525,1020.0,2.06,122.67
OI058037,O25707,1,P23518,4970.0,19.4,531.76
OI058038,O25708,1,P06439,3710.0,13.34,453.89
OI058039,O25708,1,P12006,1750.0,15.32,141.22
OI058040,O25709,2,P09316,1090.0,2.3,131.69
OI058041,O25710,1,P24515,7880.0,19.23,641.34
OI058042,O25711,2,P06259,3790.0,20.51,306.01
OI058043,O25711,1,P32395,920.0,7.93,92.54
OI058044,O25712,2,P03701,5120.0,19.96,413.88
OI058045,O25712,1,P27310,2810.0,3.73,282.94
OI058046,O25712,1,P03039,1000.0,13.24,80.2
OI058047,O25713,1,P20309,3650.0,1.52,557.57
OI058048,O25714,1,P11993,7360.0,11.52,898.32
OI058049,O25715,2,P07608,2970.0,2.59,149.53
