product_id,Category_name,sub_category_name,product_weight_g,brand,cost_price,selling_price,stock_availability
P11660,stationery,Notebooks,250,Navneet,500.0,730.0,In Stock
P11661,watches_gifts,Collectibles,300,Generic Indian,10340.0,13980.0,Discontinued
P11662,auto,Helmets,150,Minda,11080.0,14360.0,Limited Edition
P11663,garden_tools,Gifts,14500,Generic Indian,1570.0,1830.0,In Stock
P11664,construction_tools_construction,Collectibles,550,Generic Indian,4250.0,5710.0,In Stock
P11665,cool_stuff,Collectibles,2000,Generic Indian,13610.0,16570.0,In Stock
P11666,sports_leisure,Novelty Items,1150,Generic Indian,11480.0,12830.0,In Stock
P11667,toys,General Merchandise,300,Generic Indian,80.0,110.0,In Stock
P11668,baby,General Merchandise,550,Generic Indian,4780.0,5660.0,In Stock
P11669,housewares,Gifts,8700,Generic Indian,390.0,470.0,In Stock
P11670,sports_leisure,Novelty Items,2700,Generic Indian,1460.0,1670.0,In Stock
P11671,garden_tools,General Merchandise,2130,Generic Indian,5820.0,7920.0,Available on Demand
P11672,construction_tools_construction,Collectibles,1250,Generic Indian,12570.0,16270.0,In Stock
P11673,electronics,Tablets,208,Noise,43440.0,50660.0,Low Stock
P11674,computers_accessories,DSL Cameras,888,Infinix,8280.0,9740.0,In Stock
P11675,auto,Car Accessories,10500,Amaron,14450.0,17750.0,Discontinued
P11676,bed_bath_table,Gifts,10300,Generic Indian,13500.0,17040.0,Out of Stock
P11677,cool_stuff,Gifts,1000,Generic Indian,410.0,500.0,In Stock
P11678,auto,Engine Oils,7625,BharatBenz,17980.0,19980.0,In Stock
P11679,health_beauty,General Merchandise,100,Generic Indian,2520.0,3080.0,In Stock
P11680,fashion_bags_accessories,Dresses,75,W,2000.0,4280.0,In Stock
P11681,luggage_accessories,General Merchandise,18050,Generic Indian,3600.0,4630.0,In Stock
P11682,cool_stuff,Collectibles,1100,Generic Indian,1140.0,1610.0,In Stock
P11683,fashion_shoes,Kurtas,400,W,3130.0,4370.0,Backordered
P11684,baby,Collectibles,600,Generic Indian,5980.0,8120.0,Discontinued
P11685,health_beauty,General Merchandise,300,Generic Global,14500.0,19570.0,In Stock
P11686,sports_leisure,Novelty Items,1771,Generic Indian,4930.0,5560.0,In Stock
P11687,baby,General Merchandise,150,Generic Indian,4220.0,4870.0,Limited Edition
P11688,cool_stuff,General Merchandise,16100,Generic Indian,10260.0,12660.0,In Stock
P11689,health_beauty,Gifts,200,Generic Indian,6590.0,8830.0,Out of Stock
P11690,small_appliances,Collectibles,2500,Generic Global,1250.0,1720.0,In Stock
P11691,housewares,Gifts,4000,Generic Indian,3530.0,4330.0,Low Stock
P11692,perfumery,Makeup,367,Lakme,1350.0,1880.0,In Stock
P11693,sports_leisure,Gifts,700,Generic Global,6770.0,7640.0,In Stock
P11694,sports_leisure,Collectibles,400,Generic Indian,14150.0,16680.0,In Stock
P11695,fashion_bags_accessories,Jeans,150,Metro,600.0,1240.0,In Stock
P11696,furniture_decor,Curtains,950,Nilkamal,25710.0,34190.0,In Stock
P11697,perfumery,Wellness Supplements,16050,Himalaya,2580.0,3330.0,Available on Demand
P11698,housewares,Gifts,316,Generic Indian,2490.0,2850.0,In Stock
P11699,books_general_interest,Textbooks,1200,Classmate,3190.0,3560.0,In Stock
P11700,books_general_interest,Manga,600,Navneet,2440.0,3120.0,Available on Demand
P11701,health_beauty,Novelty Items,1000,Generic Global,450.0,530.0,Low Stock
P11702,musical_instruments,Gifts,18000,Generic Indian,140.0,180.0,In Stock
P11703,bed_bath_table,Collectibles,6550,Generic Indian,1930.0,2230.0,In Stock
P11704,books_general_interest,Pens,110,Stabilo,2410.0,3550.0,In Stock
P11705,computers_accessories,Vinyl Players,100,HP,48080.0,55400.0,In Stock
P11706,toys,Collectibles,1100,Generic Indian,2150.0,2910.0,In Stock
P11707,furniture_decor,Curtains,1100,Durian,82410.0,103610.0,In Stock
P11708,pet_shop,Litter,200,Himalaya Pet Care,8210.0,10370.0,In Stock
P11709,auto,Helmets,600,Minda,1240.0,1360.0,In Stock
P11710,housewares,Gifts,10150,Generic Indian,5280.0,6880.0,In Stock
P11711,pet_shop,Aquarium Decor,950,Drools,7420.0,9930.0,In Stock
P11712,health_beauty,Collectibles,469,Generic Indian,10430.0,11840.0,Available on Demand
P11713,baby,Novelty Items,4300,Generic Global,10160.0,12940.0,In Stock
P11714,furniture_decor,Recliners,1500,Urban Ladder,10420.0,12010.0,In Stock
P11715,construction_tools_safety,General Merchandise,200,Generic Indian,1480.0,2010.0,In Stock
P11716,garden_tools,Novelty Items,150,Generic Indian,4670.0,5370.0,In Stock
P11717,kitchen_dining_laundry_garden_furniture,Recliners,21100,Urban Ladder,131390.0,148500.0,In Stock
P11718,fashion_bags_accessories,Sarees,200,Metro,1680.0,2750.0,In Stock
P11719,housewares,Collectibles,13900,Generic Indian,5650.0,6530.0,In Stock
P11720,furniture_decor,Wardrobes,100,IKEA,64130.0,91360.0,In Stock
P11721,books_technical,STEM Toys,350,Navneet,1770.0,2430.0,In Stock
P11722,computers_accessories,Action Cameras,200,Sony,70550.0,79240.0,In Stock
P11723,fashion_bags_accessories,Kurtas,150,Peter England,2580.0,5730.0,In Stock
P11724,baby,Collectibles,300,Generic Indian,2850.0,3250.0,Backordered
P11725,cool_stuff,General Merchandise,3463,Generic Indian,12280.0,14670.0,In Stock
P11726,toys,Collectibles,1100,Generic Indian,10410.0,12690.0,In Stock
P11727,furniture_decor,Sofas,1450,Durian,77510.0,110010.0,In Stock
P11728,computers_accessories,Feature Phones,680,Xiaomi,82780.0,98670.0,In Stock
P11729,computers_accessories,Feature Phones,100,Infinix,65080.0,75520.0,In Stock
P11730,perfumery,Makeup,183,Mamaearth,930.0,1480.0,In Stock
P11731,bed_bath_table,Collectibles,2950,Generic Indian,2900.0,3990.0,In Stock
P11732,costruction_tools_garden,Collectibles,3567,Generic Indian,10470.0,12550.0,In Stock
P11733,health_beauty,Collectibles,200,Generic Indian,10840.0,14860.0,In Stock
P11734,bed_bath_table,Collectibles,7500,Generic Indian,1820.0,2170.0,In Stock
P11735,bed_bath_table,General Merchandise,2800,Generic Indian,12980.0,15530.0,In Stock
P11736,furniture_bedroom,Bean Bags,9400,Urban Ladder,101580.0,135350.0,In Stock
P11737,books_general_interest,Textbooks,500,Camel,470.0,620.0,In Stock
P11738,toys,Collectibles,400,Generic Global,13490.0,18150.0,In Stock
P11739,sports_leisure,Collectibles,1900,Generic Indian,13440.0,17800.0,In Stock
P11740,auto,Tyres,7675,Minda,6580.0,7450.0,In Stock
P11741,bed_bath_table,Collectibles,1700,Generic Indian,9410.0,11520.0,In Stock
P11742,health_beauty,Collectibles,650,Generic Indian,11150.0,14980.0,In Stock
P11743,sports_leisure,Collectibles,700,Generic Indian,2490.0,2910.0,In Stock
P11744,bed_bath_table,Novelty Items,300,Generic Indian,12390.0,14750.0,In Stock
P11745,bed_bath_table,Gifts,1250,Generic Indian,14750.0,17750.0,In Stock
P11746,telephony,General Merchandise,100,Generic Indian,13290.0,17480.0,In Stock
P11747,health_beauty,Collectibles,200,Generic Indian,3610.0,4840.0,In Stock
P11748,housewares,Gifts,600,Generic Indian,6890.0,8450.0,In Stock
P11749,stationery,Manga,150,Classmate,2870.0,3620.0,Out of Stock
P11750,health_beauty,Gifts,1300,Generic Global,11360.0,13140.0,In Stock
P11751,industry_commerce_and_business,Novelty Items,1900,Generic Indian,1520.0,2020.0,In Stock
P11752,furniture_decor,Curtains,7700,Pepperfry,17680.0,23270.0,In Stock
P11753,fashion_bags_accessories,Watches,500,Peter England,1540.0,3170.0,In Stock
P11754,furniture_decor,Lamps,24100,Durian,108660.0,140860.0,In Stock
P11755,health_beauty,Gifts,400,Generic Indian,8340.0,11420.0,In Stock
P11756,health_beauty,Gifts,500,Generic Global,8110.0,10580.0,Limited Edition
P11757,home_appliances,Sofas,1200,Nilkamal,106580.0,133980.0,In Stock
P11758,auto,Helmets,100,Minda,11210.0,13750.0,In Stock
P11759,furniture_decor,Dining Tables,550,Nilkamal,6340.0,7190.0,In Stock
P11760,health_beauty,Collectibles,150,Generic Indian,1520.0,1770.0,In Stock
P11761,bed_bath_table,General Merchandise,2200,Generic Global,5330.0,6440.0,In Stock
P11762,bed_bath_table,Collectibles,2900,Generic Global,2390.0,2710.0,In Stock
P11763,bed_bath_table,Novelty Items,550,Generic Global,2220.0,3070.0,In Stock
P11764,cool_stuff,Collectibles,1500,Generic Indian,7340.0,10190.0,In Stock
P11765,sports_leisure,Collectibles,2450,Generic Indian,13770.0,15970.0,In Stock
P11766,sports_leisure,Gifts,200,Generic Indian,2580.0,3540.0,In Stock
P11767,consoles_games,Action Cameras,500,Infinix,65360.0,75580.0,In Stock
P11768,housewares,General Merchandise,1400,Generic Indian,12850.0,15390.0,Out of Stock
P11769,electronics,DSL Cameras,200,iQOO,95250.0,111960.0,In Stock
P11770,auto,Bike Accessories,2325,Minda,3420.0,3770.0,In Stock
P11771,computers_accessories,Printers,200,Infinix,26360.0,30060.0,Discontinued
P11772,housewares,Gifts,1300,Generic Indian,8640.0,11330.0,Out of Stock
P11773,perfumery,Makeup,200,Biotique,1120.0,2170.0,In Stock
P11774,small_appliances,Collectibles,400,Generic Indian,9490.0,12560.0,Out of Stock
P11775,food,Gifts,575,Generic Indian,12240.0,16540.0,Discontinued
P11776,construction_tools_safety,General Merchandise,750,Generic Indian,570.0,780.0,Available on Demand
P11777,sports_leisure,Gifts,2100,Generic Indian,9780.0,12340.0,In Stock
P11778,baby,Gifts,500,Generic Indian,12380.0,15970.0,In Stock
P11779,auto,Engine Oils,150,Minda,10740.0,14130.0,In Stock
P11780,watches_gifts,General Merchandise,350,Generic Indian,8100.0,11310.0,In Stock
P11781,watches_gifts,Gifts,150,Generic Indian,6200.0,7410.0,In Stock
P11782,fixed_telephony,Novelty Items,100,Generic Indian,1000.0,1320.0,In Stock
P11783,perfumery,Wellness Supplements,200,Forest Essentials,390.0,780.0,Preorder
P11784,books_general_interest,Board Games,611,Stabilo,1090.0,1260.0,In Stock
P11785,bed_bath_table,Novelty Items,675,Generic Indian,12980.0,15830.0,In Stock
P11786,telephony,Gifts,100,Generic Indian,12620.0,14090.0,In Stock
P11787,health_beauty,Gifts,350,Generic Indian,11860.0,15440.0,Limited Edition
P11788,computers_accessories,Smartphones,3700,realme,59450.0,64440.0,Limited Edition
P11789,furniture_decor,Sofas,850,Pepperfry,30410.0,36290.0,In Stock
P11790,baby,Collectibles,1900,Generic Indian,7390.0,9140.0,In Stock
P11791,telephony,Novelty Items,303,Generic Global,5990.0,7480.0,In Stock
P11792,housewares,General Merchandise,2300,Generic Indian,12430.0,13970.0,Discontinued
P11793,perfumery,Spa Kits,700,Lakme,1370.0,1960.0,In Stock
P11794,auto,Dash Cams,2398,Castrol,1640.0,1920.0,In Stock
P11795,watches_gifts,Collectibles,800,Generic Indian,8610.0,9750.0,Available on Demand
P11796,sports_leisure,Collectibles,16150,Generic Indian,8530.0,10330.0,In Stock
P11797,agro_industry_and_commerce,General Merchandise,2467,Generic Indian,4500.0,5170.0,In Stock
P11798,cool_stuff,General Merchandise,5700,Generic Global,200.0,270.0,Out of Stock
P11799,construction_tools_construction,Collectibles,9075,Generic Indian,16400.0,18490.0,In Stock
P11800,furniture_decor,Beds,650,Pepperfry,7820.0,11020.0,In Stock
P11801,small_appliances,Gifts,13800,Generic Indian,9950.0,12000.0,In Stock
P11802,agro_industry_and_commerce,Collectibles,2650,Generic Indian,8270.0,10160.0,In Stock
P11803,health_beauty,Collectibles,683,Generic Global,4910.0,6730.0,In Stock
P11804,bed_bath_table,General Merchandise,2350,Generic Indian,14540.0,16390.0,Backordered
P11805,electronics,Earbuds,1800,realme,38870.0,41810.0,Out of Stock
P11806,bed_bath_table,Collectibles,600,Generic Indian,8510.0,11480.0,In Stock
P11807,perfumery,Spa Kits,625,L'Oreal,1080.0,1920.0,In Stock
P11808,toys,General Merchandise,550,Generic Global,11570.0,14770.0,Available on Demand
P11809,housewares,Gifts,500,Generic Indian,10820.0,14020.0,Out of Stock
P11810,auto,Car Accessories,324,BharatBenz,4610.0,5070.0,In Stock
P11811,cool_stuff,Gifts,178,Generic Indian,4310.0,5850.0,In Stock
P11812,fashion_male_clothing,Handbags,200,Biba,370.0,600.0,Low Stock
P11813,housewares,Gifts,700,Generic Indian,5320.0,5930.0,Backordered
P11814,sports_leisure,Gifts,1400,Generic Indian,10510.0,13400.0,Available on Demand
P11815,telephony,Gifts,200,Generic Indian,430.0,610.0,Limited Edition
P11816,musical_instruments,Collectibles,5400,Generic Indian,240.0,310.0,In Stock
P11817,sports_leisure,Gifts,2300,Generic Indian,11420.0,13350.0,In Stock
P11818,computers_accessories,Hi-Fi Systems,100,Infinix,77370.0,86990.0,In Stock
P11819,furniture_decor,Mattresses,6900,Nilkamal,52340.0,60930.0,In Stock
P11820,telephony,Novelty Items,400,Generic Indian,8620.0,10730.0,In Stock
P11821,bed_bath_table,General Merchandise,1000,Generic Global,920.0,1050.0,Preorder
P11822,furniture_decor,Sofas,775,Durian,43680.0,66640.0,In Stock
P11823,fashion_bags_accessories,Kurtas,100,Allen Solly,1810.0,2630.0,Preorder
P11824,health_beauty,Collectibles,750,Generic Global,5910.0,6770.0,In Stock
P11825,fashion_shoes,Handbags,1350,Metro,3020.0,4100.0,In Stock
P11826,perfumery,Wellness Supplements,526,Lakme,2010.0,2990.0,In Stock
P11827,sports_leisure,Gifts,600,Generic Global,9950.0,11330.0,In Stock
P11828,toys,General Merchandise,1100,Generic Indian,11620.0,15210.0,In Stock
P11829,bed_bath_table,Gifts,1450,Generic Indian,13610.0,17510.0,In Stock
P11830,home_construction,Bean Bags,800,Urban Ladder,2830.0,3580.0,In Stock
P11831,stationery,Pens,9850,Navneet,220.0,300.0,Limited Edition
P11832,telephony,Gifts,250,Generic Indian,7240.0,8150.0,In Stock
P11833,telephony,Gifts,100,Generic Global,8680.0,10030.0,Available on Demand
P11834,home_construction,Beds,9950,Pepperfry,35490.0,50170.0,In Stock
P11835,stationery,Novels,1279,Classmate,410.0,550.0,In Stock
P11836,garden_tools,General Merchandise,700,Generic Indian,12600.0,15780.0,Limited Edition
P11837,garden_tools,General Merchandise,9600,Generic Indian,7200.0,9820.0,Discontinued
P11838,garden_tools,General Merchandise,1700,Generic Indian,5620.0,7070.0,In Stock
P11839,health_beauty,Collectibles,150,Generic Indian,12780.0,18010.0,In Stock
P11840,telephony,General Merchandise,300,Generic Indian,13690.0,15430.0,In Stock
P11841,health_beauty,General Merchandise,150,Generic Indian,3340.0,3740.0,In Stock
P11842,pet_shop,Leashes,500,Himalaya Pet Care,7520.0,11430.0,In Stock
P11843,housewares,Novelty Items,1000,Generic Indian,2790.0,3190.0,In Stock
P11844,office_furniture,TV Units,9200,Durian,48470.0,73370.0,In Stock
P11845,furniture_decor,Wardrobes,1650,IKEA,72510.0,105900.0,In Stock
P11846,furniture_decor,Sofas,250,Urban Ladder,77800.0,117170.0,In Stock
P11847,construction_tools_construction,Gifts,650,Generic Indian,6620.0,7430.0,Preorder
P11848,industry_commerce_and_business,General Merchandise,6600,Generic Indian,14980.0,17640.0,In Stock
P11849,home_construction,Recliners,13550,Pepperfry,84180.0,95870.0,In Stock
P11850,costruction_tools_tools,Collectibles,1111,Generic Indian,4210.0,5800.0,In Stock
P11851,sports_leisure,Novelty Items,150,Generic Indian,7330.0,9250.0,In Stock
P11852,garden_tools,Collectibles,500,Generic Indian,150.0,210.0,In Stock
P11853,furniture_decor,Lamps,15600,Durian,27980.0,35620.0,In Stock
P11854,pet_shop,Litter,7300,Drools,9060.0,11400.0,In Stock
P11855,toys,Novelty Items,750,Generic Indian,11590.0,13190.0,In Stock
P11856,housewares,Collectibles,3750,Generic Indian,13840.0,17060.0,Low Stock
P11857,housewares,Gifts,2000,Generic Indian,9580.0,11240.0,Out of Stock
P11858,fashio_female_clothing,Collectibles,400,Generic Global,13740.0,17870.0,In Stock
P11859,furniture_decor,Beds,900,Godrej Interio,38360.0,49670.0,Available on Demand
P11860,furniture_decor,Beds,2200,Nilkamal,69620.0,79560.0,In Stock
P11861,sports_leisure,General Merchandise,600,Generic Global,1510.0,1820.0,In Stock
P11862,furniture_decor,Lamps,1850,Pepperfry,42660.0,63270.0,In Stock
P11863,baby,General Merchandise,30000,Generic Indian,6030.0,7650.0,In Stock
P11864,health_beauty,Collectibles,500,Generic Global,11020.0,13050.0,In Stock
P11865,bed_bath_table,Novelty Items,1700,Generic Indian,6760.0,8760.0,In Stock
P11866,telephony,Novelty Items,413,Generic Indian,510.0,680.0,In Stock
P11867,office_furniture,Mattresses,12125,Nilkamal,89940.0,100180.0,In Stock
P11868,stationery,Notebooks,300,Classmate,2900.0,3330.0,In Stock
P11869,watches_gifts,Gifts,1850,Generic Global,8780.0,10130.0,In Stock
P11870,furniture_decor,Lamps,1200,IKEA,86700.0,121680.0,In Stock
P11871,books_general_interest,Board Games,640,Navneet,2940.0,3560.0,In Stock
P11872,watches_gifts,Gifts,200,Generic Indian,6430.0,8140.0,In Stock
P11873,telephony,Novelty Items,400,Generic Indian,8630.0,10800.0,In Stock
P11874,bed_bath_table,Gifts,4050,Generic Indian,7540.0,9950.0,In Stock
P11875,health_beauty,Collectibles,1900,Generic Indian,11380.0,15720.0,In Stock
P11876,computers_accessories,Routers,100,Xiaomi,73960.0,89060.0,In Stock
P11877,health_beauty,Gifts,2350,Generic Indian,6780.0,8940.0,Low Stock
P11878,housewares,Collectibles,1100,Generic Indian,4610.0,5950.0,In Stock
P11879,consoles_games,Bluetooth Speakers,600,boAt,17510.0,19970.0,Low Stock
P11880,sports_leisure,Collectibles,4900,Generic Indian,2670.0,3750.0,Low Stock
P11881,watches_gifts,Gifts,250,Generic Indian,5840.0,7700.0,In Stock
P11882,housewares,Gifts,1200,Generic Indian,4240.0,4960.0,In Stock
P11883,cine_photo,Collectibles,625,Generic Global,6030.0,7180.0,In Stock
P11884,cool_stuff,Gifts,1300,Generic Indian,14320.0,16160.0,In Stock
P11885,health_beauty,General Merchandise,400,Generic Global,12680.0,16840.0,In Stock
P11886,housewares,Gifts,1300,Generic Indian,7740.0,10390.0,Discontinued
P11887,sports_leisure,Collectibles,2000,Generic Indian,2580.0,2920.0,In Stock
P11888,fashion_male_clothing,Shoes,225,Allen Solly,2540.0,4050.0,In Stock
P11889,luggage_accessories,Collectibles,800,Generic Indian,11830.0,15590.0,In Stock
P11890,pet_shop,Grooming,850,Himalaya Pet Care,2900.0,3370.0,In Stock
P11891,baby,Collectibles,12600,Generic Indian,14030.0,17430.0,In Stock
P11892,telephony,Novelty Items,529,Generic Indian,12570.0,13970.0,In Stock
P11893,bed_bath_table,Novelty Items,450,Generic Indian,1840.0,2320.0,Backordered
P11894,cool_stuff,General Merchandise,1350,Generic Indian,14740.0,18500.0,In Stock
P11895,toys,General Merchandise,2100,Generic Indian,7420.0,10090.0,In Stock
P11896,telephony,General Merchandise,600,Generic Indian,4980.0,5580.0,In Stock
P11897,sports_leisure,General Merchandise,710,Generic Indian,750.0,840.0,Limited Edition
P11898,bed_bath_table,General Merchandise,7650,Generic Global,12930.0,16850.0,In Stock
P11899,stationery,Pens,100,Camel,1350.0,1680.0,In Stock
P11900,furniture_decor,TV Units,500,Pepperfry,47960.0,56960.0,In Stock
P11901,cool_stuff,Collectibles,7900,Generic Indian,12150.0,15380.0,In Stock
P11902,furniture_living_room,Wardrobes,30000,Urban Ladder,73640.0,109870.0,In Stock
P11903,garden_tools,Collectibles,2650,Generic Indian,4660.0,5530.0,Available on Demand
P11904,baby,General Merchandise,200,Generic Indian,4030.0,5310.0,In Stock
P11905,stationery,Pens,200,Faber-Castell,2400.0,3300.0,Available on Demand
P11906,electronics,E-Readers,100,realme,90610.0,97610.0,In Stock
P11907,garden_tools,Collectibles,300,Generic Indian,6680.0,7670.0,In Stock
P11908,electronics,Routers,900,Lava,62220.0,73810.0,In Stock
P11909,bed_bath_table,Gifts,1250,Generic Indian,14200.0,16670.0,In Stock
P11910,bed_bath_table,Collectibles,500,Generic Indian,7840.0,9600.0,In Stock
P11911,bed_bath_table,General Merchandise,300,Generic Indian,15820.0,17700.0,In Stock
P11912,sports_leisure,Collectibles,500,Generic Indian,1400.0,1900.0,In Stock
P11913,perfumery,Haircare,277,Lakme,780.0,1130.0,In Stock
P11914,perfumery,Skincare,450,Maybelline,500.0,960.0,Backordered
P11915,fashion_bags_accessories,Shoes,1200,Mochi,610.0,1220.0,In Stock
P11916,telephony,Collectibles,150,Generic Global,12430.0,16960.0,Low Stock
P11917,fashion_male_clothing,Handbags,850,Peter England,2860.0,4660.0,In Stock
P11918,auto,Bike Accessories,1200,BharatBenz,4620.0,5340.0,Available on Demand
P11919,toys,General Merchandise,300,Generic Indian,10450.0,13580.0,In Stock
P11920,fashion_shoes,Belts,1500,Mochi,2840.0,4410.0,In Stock
P11921,pet_shop,Leashes,6500,Drools,610.0,890.0,In Stock
P11922,cool_stuff,General Merchandise,2200,Generic Indian,12750.0,18210.0,Low Stock
P11923,bed_bath_table,Gifts,1100,Generic Indian,13780.0,16980.0,In Stock
P11924,watches_gifts,Gifts,500,Generic Global,5970.0,7500.0,In Stock
P11925,bed_bath_table,Collectibles,1375,Generic Indian,10050.0,11710.0,Limited Edition
P11926,luggage_accessories,General Merchandise,1200,Generic Global,6580.0,8730.0,In Stock
P11927,bed_bath_table,General Merchandise,1800,Generic Indian,14930.0,18320.0,In Stock
P11928,watches_gifts,Gifts,267,Generic Indian,13410.0,16710.0,In Stock
P11929,housewares,Collectibles,500,Generic Indian,11980.0,14260.0,In Stock
P11930,stationery,Novels,300,Navneet,2100.0,3010.0,Discontinued
P11931,construction_tools_construction,General Merchandise,11100,Generic Indian,6920.0,8640.0,Limited Edition
P11932,bed_bath_table,Gifts,1800,Generic Indian,11240.0,13550.0,Available on Demand
P11933,auto,Bike Accessories,100,Bosch India,12770.0,15680.0,In Stock
P11934,housewares,Collectibles,300,Generic Indian,13940.0,17440.0,In Stock
P11935,cool_stuff,General Merchandise,300,Generic Global,9780.0,11380.0,In Stock
P11936,sports_leisure,Gifts,900,Generic Indian,1730.0,2070.0,In Stock
P11937,musical_instruments,Gifts,200,Generic Indian,10370.0,12880.0,Discontinued
P11938,fashion_shoes,Kurtas,1400,Allen Solly,730.0,1010.0,In Stock
P11939,sports_leisure,General Merchandise,1700,Generic Indian,2510.0,3370.0,In Stock
P11940,luggage_accessories,Novelty Items,1450,Generic Indian,4150.0,4860.0,In Stock
P11941,housewares,Gifts,1700,Generic Indian,8130.0,10900.0,In Stock
P11942,baby,Gifts,400,Generic Indian,1380.0,1650.0,Limited Edition
P11943,sports_leisure,Collectibles,250,Generic Indian,7300.0,9820.0,In Stock
P11944,computers_accessories,Feature Phones,100,iQOO,64990.0,78140.0,In Stock
P11945,bed_bath_table,Novelty Items,1925,Generic Indian,750.0,1050.0,In Stock
P11946,telephony,Collectibles,200,Generic Global,11090.0,14440.0,Preorder
P11947,housewares,Gifts,1300,Generic Indian,13620.0,15440.0,Limited Edition
P11948,health_beauty,Gifts,2350,Generic Indian,11370.0,14280.0,Limited Edition
P11949,watches_gifts,Gifts,350,Generic Global,9540.0,11650.0,In Stock
P11950,sports_leisure,Collectibles,300,Generic Indian,890.0,1010.0,In Stock
P11951,fashion_bags_accessories,Watches,200,W,1890.0,3480.0,Discontinued
P11952,garden_tools,Gifts,4600,Generic Indian,1650.0,2230.0,In Stock
P11953,baby,General Merchandise,6050,Generic Indian,4610.0,6170.0,In Stock
P11954,health_beauty,Collectibles,250,Generic Indian,2320.0,2900.0,Low Stock
P11955,baby,Novelty Items,200,Generic Indian,8280.0,10450.0,In Stock
P11956,stationery,Manga,500,Faber-Castell,1910.0,2460.0,In Stock
P11957,auto,Helmets,450,Bosch India,12220.0,14420.0,In Stock
P11958,sports_leisure,Gifts,1100,Generic Indian,9170.0,11190.0,In Stock
P11959,sports_leisure,Gifts,500,Generic Indian,8410.0,11980.0,In Stock
P11960,telephony,Gifts,350,Generic Global,10940.0,15270.0,In Stock
P11961,bed_bath_table,General Merchandise,2146,Generic Indian,2940.0,3840.0,In Stock
P11962,bed_bath_table,Novelty Items,350,Generic Indian,2800.0,3640.0,Available on Demand
P11963,home_confort,Curtains,2400,Durian,94610.0,130840.0,In Stock
P11964,cool_stuff,General Merchandise,333,Generic Indian,8690.0,12330.0,Discontinued
P11965,pet_shop,Aquarium Decor,15200,Himalaya Pet Care,3910.0,5300.0,In Stock
P11966,sports_leisure,Collectibles,1150,Generic Global,13700.0,15930.0,In Stock
P11967,health_beauty,Gifts,350,Generic Indian,6470.0,8630.0,In Stock
P11968,watches_gifts,Collectibles,300,Generic Indian,12790.0,18030.0,In Stock
P11969,auto,Engine Oils,350,Amaron,11860.0,14920.0,In Stock
P11970,auto,Dash Cams,1100,Shell,19260.0,21380.0,In Stock
P11971,health_beauty,General Merchandise,1600,Generic Indian,14610.0,18360.0,In Stock
P11972,furniture_decor,Lamps,450,Urban Ladder,65210.0,72540.0,In Stock
P11973,bed_bath_table,Gifts,2290,Generic Indian,3510.0,4060.0,Available on Demand
P11974,furniture_decor,Dining Tables,4850,Durian,88670.0,113520.0,In Stock
P11975,home_construction,Sofas,6200,Pepperfry,34470.0,42430.0,In Stock
P11976,cine_photo,Gifts,550,Generic Indian,12380.0,13880.0,In Stock
P11977,small_appliances,Gifts,5800,Generic Indian,810.0,1080.0,In Stock
P11978,furniture_decor,Wardrobes,8750,Pepperfry,70230.0,87660.0,In Stock
P11979,toys,General Merchandise,600,Generic Indian,2380.0,2780.0,In Stock
P11980,perfumery,Ayurvedic,400,Biotique,1150.0,1630.0,In Stock
P11981,stationery,Pens,150,Camel,720.0,1070.0,In Stock
P11982,auto,Bike Accessories,420,Bosch India,8440.0,9540.0,Low Stock
P11983,auto,Helmets,5050,Castrol,4560.0,5260.0,Limited Edition
P11984,perfumery,Ayurvedic,440,Lakme,1930.0,2860.0,In Stock
P11985,cool_stuff,General Merchandise,250,Generic Indian,5680.0,7420.0,In Stock
P11986,consoles_games,E-Readers,100,OnePlus,91740.0,101640.0,In Stock
P11987,telephony,General Merchandise,300,Generic Indian,1200.0,1380.0,Low Stock
P11988,construction_tools_construction,General Merchandise,200,Generic Global,5100.0,5750.0,In Stock
P11989,housewares,Gifts,450,Generic Indian,4250.0,5070.0,In Stock
P11990,health_beauty,Collectibles,100,Generic Indian,9620.0,11300.0,In Stock
P11991,bed_bath_table,Gifts,8875,Generic Indian,12030.0,14100.0,In Stock
P11992,health_beauty,General Merchandise,3500,Generic Global,11320.0,16040.0,In Stock
P11993,toys,Collectibles,1200,Generic Global,6110.0,7360.0,In Stock
P11994,perfumery,Haircare,441,Mamaearth,870.0,1370.0,In Stock
P11995,sports_leisure,General Merchandise,12700,Generic Indian,3180.0,3590.0,In Stock
P11996,musical_instruments,Gifts,2500,Generic Indian,8500.0,11000.0,In Stock
P11997,health_beauty,Collectibles,150,Generic Indian,10900.0,13500.0,In Stock
P11998,housewares,Collectibles,1600,Generic Indian,980.0,1230.0,In Stock
P11999,stationery,Manga,250,Classmate,1840.0,2310.0,In Stock
P12000,furniture_decor,Sofas,8050,Durian,63540.0,87680.0,In Stock
P12001,stationery,Manga,538,Classmate,1120.0,1380.0,Preorder
P12002,drinks,Collectibles,1900,Generic Indian,12970.0,15100.0,In Stock
P12003,luggage_accessories,Collectibles,600,Generic Indian,2520.0,3400.0,In Stock
P12004,sports_leisure,Collectibles,1850,Generic Indian,110.0,130.0,In Stock
P12005,perfumery,Fragrances,450,Maybelline,640.0,950.0,Low Stock
P12006,furniture_decor,Wardrobes,2600,Godrej Interio,1510.0,1750.0,In Stock
P12007,furniture_decor,Curtains,400,Pepperfry,53230.0,62230.0,In Stock
