customer_id,customer_zip_code,gender,age_group,customer_segment
C47247,695026,Male,36-45,Returning
C47248,452013,Male,46-55,New
C47249,486669,Female,18-25,Loyal
C47250,641671,Male,26-35,New
C47251,233300,Female,36-45,Loyal
C47252,610107,Male,26-35,New
C47253,783346,Female,18-25,Loyal
C47254,783325,Male,26-35,New
C47255,586210,Male,26-35,Loyal
C47256,690559,Male,36-45,New
C47257,641665,Male,36-45,Returning
C47258,175125,Female,26-35,New
C47259,678541,Male,26-35,New
C47260,175103,Male,36-45,Returning
C47261,571219,Male,18-25,Returning
C47262,370627,Male,26-35,Returning
C47263,243003,Male,18-25,Returning
C47264,400605,Male,46-55,Loyal
C47265,272128,Male,18-25,New
C47266,795136,Male,18-25,Returning
C47267,521366,Male,36-45,New
C47268,140101,Male,26-35,New
C47269,228142,Male,26-35,New
C47270,846005,Male,46-55,Loyal
C47271,210128,Male,36-45,New
C47272,281504,Female,26-35,Returning
C47273,222170,Female,46-55,New
C47274,313321,Female,46-55,Loyal
C47275,815302,Male,36-45,New
C47276,175018,Male,26-35,Returning
C47277,192101,Female,36-45,New
C47278,444002,Male,26-35,Returning
C47279,743338,Male,36-45,Returning
C47280,678591,Male,46-55,Returning
C47281,712222,Male,36-45,Returning
C47282,523292,Female,26-35,New
C47283,577116,Male,26-35,New
C47284,756023,Female,56-65,Returning
C47285,475335,Male,46-55,Returning
C47286,132106,Female,26-35,New
C47287,752077,Male,36-45,Returning
C47288,759126,Male,36-45,New
C47289,584128,Male,26-35,Returning
C47290,793019,Male,46-55,New
C47291,385540,Female,36-45,Returning
C47292,782143,Male,36-45,New
C47293,400059,Male,36-45,New
C47294,508258,Male,18-25,Returning
C47295,531019,Male,26-35,Returning
C47296,388350,Male,36-45,Loyal
C47297,393150,Male,46-55,New
C47298,621705,Female,36-45,Returning
C47299,733128,Female,26-35,Returning
C47300,531023,Male,46-55,Returning
C47301,400051,Male,36-45,Loyal
C47302,828119,Female,26-35,Returning
C47303,783339,Male,56-65,Loyal
C47304,600104,Male,36-45,New
C47305,504251,Female,46-55,Returning
C47306,413529,Male,36-45,New
C47307,335704,Female,46-55,New
C47308,829110,Male,36-45,New
C47309,135133,Male,26-35,New
C47310,673592,Male,46-55,New
C47311,752038,Female,56-65,New
C47312,175003,Male,46-55,New
C47313,509202,Female,26-35,Loyal
C47314,321404,Female,26-35,Loyal
C47315,314022,Male,18-25,Loyal
C47316,110046,Male,36-45,New
C47317,530049,Female,36-45,Returning
C47318,743248,Female,36-45,New
C47319,274205,Male,18-25,Loyal
C47320,802207,Male,26-35,Returning
C47321,500100,Male,46-55,New
C47322,679503,Male,36-45,New
C47323,676506,Male,46-55,Returning
C47324,854108,Male,36-45,New
C47325,494230,Female,36-45,New
C47326,754026,Male,36-45,Returning
C47327,227304,Female,36-45,New
C47328,627811,Male,26-35,New
C47329,688531,Male,36-45,New
C47330,788815,Male,46-55,Loyal
C47331,835206,Male,18-25,New
C47332,628152,Male,46-55,New
C47333,362235,Female,36-45,Loyal
C47334,248001,Male,18-25,New
C47335,628213,Male,46-55,New
C47336,483773,Female,46-55,Returning
C47337,246487,Male,26-35,Returning
C47338,450554,Female,36-45,Returning
C47339,695141,Male,36-45,Loyal
C47340,770020,Female,18-25,Returning
C47341,382825,Male,26-35,Returning
C47342,845413,Male,26-35,New
C47343,844117,Male,56-65,New
C47344,394185,Male,46-55,New
C47345,852129,Female,26-35,Loyal
C47346,573165,Female,36-45,Returning
C47347,603202,Male,36-45,New
C47348,362150,Male,36-45,Returning
C47349,560018,Male,26-35,Returning
C47350,630606,Male,26-35,New
C47351,360330,Male,36-45,New
C47352,312623,Male,46-55,Returning
C47353,225301,Female,26-35,New
C47354,632403,Male,36-45,New
C47355,473118,Male,18-25,New
C47356,110028,Male,36-45,New
C47357,193504,Female,18-25,New
C47358,209112,Male,18-25,Loyal
C47359,415213,Male,26-35,Returning
C47360,424104,Male,46-55,New
C47361,603001,Male,36-45,New
C47362,670353,Female,26-35,Loyal
C47363,131305,Male,26-35,Returning
C47364,797118,Male,46-55,Loyal
C47365,758030,Male,18-25,New
C47366,441202,Male,65+,New
C47367,383246,Male,46-55,Returning
C47368,535502,Female,36-45,New
C47369,743411,Male,56-65,New
C47370,321411,Male,46-55,Loyal
C47371,761144,Male,18-25,Returning
C47372,612602,Male,26-35,New
C47373,680012,Male,46-55,Loyal
C47374,391160,Male,18-25,Returning
C47375,754114,Female,26-35,Returning
C47376,678101,Male,36-45,New
C47377,628701,Male,46-55,New
C47378,700017,Female,56-65,Loyal
C47379,600053,Male,56-65,Loyal
C47380,415539,Female,26-35,New
C47381,306401,Male,26-35,Loyal
C47382,363440,Male,46-55,Returning
C47383,306304,Male,46-55,Returning
C47384,625582,Female,46-55,New
C47385,535546,Female,46-55,Returning
C47386,800025,Male,26-35,New
C47387,741121,Male,46-55,New
C47388,695568,Male,36-45,New
C47389,782137,Male,36-45,Loyal
C47390,175002,Female,36-45,Loyal
C47391,843102,Male,36-45,New
C47392,683548,Female,26-35,New
C47393,193201,Male,46-55,New
C47394,110051,Male,65+,New
C47395,723133,Male,36-45,New
C47396,208009,Male,36-45,New
C47397,533342,Female,36-45,New
C47398,533293,Male,36-45,New
C47399,581326,Female,56-65,New
C47400,625104,Male,36-45,New
C47401,535160,Male,65+,Returning
C47402,177045,Male,36-45,New
C47403,673602,Female,26-35,Returning
C47404,391243,Male,36-45,New
C47405,695134,Male,36-45,Returning
C47406,638004,Female,26-35,New
C47407,380060,Male,18-25,Loyal
C47408,185156,Female,36-45,New
C47409,450116,Male,46-55,New
C47410,462100,Female,26-35,Returning
C47411,391121,Male,36-45,Loyal
C47412,757077,Male,26-35,Loyal
C47413,500066,Male,65+,Loyal
C47414,471625,Male,46-55,Loyal
C47415,612301,Male,65+,New
C47416,392165,Male,26-35,Loyal
C47417,585219,Male,36-45,Loyal
C47418,815311,Male,46-55,New
C47419,577004,Female,36-45,Returning
C47420,454446,Female,26-35,New
C47421,232111,Female,36-45,Loyal
C47422,713104,Male,36-45,Loyal
C47423,362715,Female,36-45,Loyal
C47424,485114,Female,26-35,New
C47425,673524,Male,36-45,Returning
C47426,741126,Male,26-35,Returning
C47427,609704,Male,46-55,Returning
C47428,625016,Female,36-45,Returning
C47429,233305,Male,56-65,New
C47430,132022,Female,36-45,New
C47431,444402,Female,56-65,Returning
C47432,442307,Female,18-25,Returning
C47433,583287,Male,56-65,New
C47434,305631,Male,18-25,New
C47435,680508,Female,36-45,New
C47436,695563,Female,26-35,New
C47437,682020,Female,36-45,New
C47438,500041,Male,65+,New
C47439,273165,Male,46-55,New
C47440,303905,Male,56-65,New
C47441,689675,Male,46-55,New
C47442,521333,Male,26-35,New
C47443,211005,Female,36-45,Returning
C47444,482002,Male,36-45,New
C47445,766026,Female,26-35,Returning
C47446,531077,Male,26-35,New
C47447,575019,Male,26-35,Returning
C47448,473551,Male,36-45,Returning
C47449,410207,Male,26-35,Returning
C47450,586216,Male,18-25,Loyal
C47451,802166,Female,46-55,New
C47452,328027,Female,56-65,Returning
C47453,686122,Male,26-35,New
C47454,575001,Male,36-45,Loyal
C47455,322220,Male,36-45,New
C47456,500074,Female,26-35,Loyal
C47457,403704,Male,26-35,Loyal
C47458,423401,Male,36-45,New
C47459,583221,Male,46-55,Returning
C47460,362640,Male,36-45,Loyal
C47461,577301,Male,18-25,Returning
C47462,416008,Male,18-25,New
C47463,391175,Male,26-35,Returning
C47464,795101,Male,46-55,New
C47465,683518,Female,36-45,Returning
C47466,486220,Male,46-55,Returning
C47467,713335,Male,36-45,New
C47468,636101,Male,36-45,New
C47469,754240,Female,36-45,Loyal
C47470,577003,Female,46-55,Returning
C47471,828307,Male,26-35,New
C47472,517247,Male,26-35,New
C47473,442916,Male,36-45,New
C47474,721607,Female,36-45,New
C47475,305621,Female,36-45,New
C47476,798618,Male,26-35,New
C47477,735223,Male,36-45,Returning
C47478,211008,Male,36-45,Loyal
C47479,609104,Male,36-45,Loyal
C47480,413513,Female,56-65,Returning
C47481,273308,Female,36-45,Loyal
C47482,425507,Male,36-45,Returning
C47483,754143,Male,36-45,New
C47484,212401,Male,26-35,New
C47485,638502,Male,36-45,New
C47486,271502,Female,56-65,New
C47487,700065,Male,26-35,New
C47488,140603,Female,36-45,Returning
C47489,607401,Female,26-35,New
C47490,521227,Male,36-45,New
C47491,221101,Male,56-65,New
C47492,174505,Male,36-45,Loyal
C47493,424101,Male,26-35,New
C47494,835234,Male,36-45,Returning
C47495,462040,Male,46-55,New
C47496,273413,Female,46-55,New
C47497,507204,Female,36-45,Returning
C47498,574116,Male,18-25,Returning
C47499,835227,Male,36-45,New
C47500,824111,Male,36-45,Returning
C47501,451660,Male,26-35,Returning
C47502,713362,Male,46-55,New
C47503,635118,Female,18-25,New
C47504,784509,Male,36-45,New
C47505,441215,Male,36-45,Returning
C47506,177401,Male,26-35,New
C47507,174017,Male,36-45,New
C47508,249155,Female,46-55,Returning
C47509,493555,Male,46-55,New
C47510,110087,Female,36-45,Loyal
C47511,452014,Female,56-65,New
C47512,250617,Female,36-45,New
C47513,400071,Female,26-35,New
C47514,582204,Male,36-45,New
C47515,233229,Female,36-45,New
C47516,628215,Male,46-55,Loyal
C47517,600049,Male,36-45,Returning
C47518,274505,Female,36-45,New
C47519,185203,Male,46-55,New
C47520,223226,Male,18-25,New
C47521,222302,Female,65+,Returning
C47522,571118,Male,65+,New
C47523,824201,Female,56-65,Loyal
C47524,262552,Male,36-45,Returning
C47525,828203,Female,46-55,Returning
C47526,454446,Male,46-55,Loyal
C47527,741166,Female,18-25,New
C47528,322025,Male,65+,Loyal
C47529,534320,Male,36-45,New
C47530,331025,Female,18-25,New
C47531,751001,Male,56-65,New
C47532,845101,Male,46-55,Returning
C47533,273306,Male,36-45,New
C47534,394630,Male,46-55,Returning
C47535,305623,Male,36-45,New
C47536,395011,Male,18-25,Returning
C47537,841242,Female,18-25,New
C47538,781137,Male,18-25,Loyal
C47539,797114,Male,26-35,New
C47540,364150,Female,26-35,Loyal
C47541,424202,Female,36-45,Returning
C47542,639105,Male,36-45,New
C47543,144101,Male,18-25,Loyal
C47544,493778,Male,26-35,Returning
C47545,688002,Female,56-65,Loyal
C47546,500002,Female,36-45,Returning
C47547,522615,Male,36-45,New
C47548,685606,Male,56-65,New
C47549,507137,Male,18-25,Returning
C47550,741249,Female,18-25,New
C47551,787110,Male,65+,Loyal
C47552,394345,Male,36-45,Loyal
C47553,841436,Male,18-25,Loyal
C47554,515581,Female,36-45,New
C47555,625532,Female,26-35,Loyal
C47556,630611,Male,26-35,Loyal
C47557,382850,Male,36-45,Loyal
C47558,521106,Male,36-45,Returning
C47559,203398,Male,18-25,New
C47560,734015,Male,26-35,New
C47561,824143,Female,36-45,New
C47562,621713,Male,26-35,Returning
C47563,832404,Male,26-35,New
C47564,678671,Male,36-45,New
C47565,272151,Female,46-55,Returning
C47566,222001,Female,18-25,New
C47567,445206,Female,18-25,New
C47568,250619,Female,26-35,Returning
C47569,627401,Male,65+,New
C47570,673014,Male,36-45,Returning
C47571,210120,Female,36-45,New
C47572,757074,Male,26-35,Returning
C47573,571214,Female,36-45,New
C47574,754001,Male,18-25,New
C47575,509406,Female,18-25,New
C47576,431805,Male,36-45,New
C47577,444701,Male,26-35,Loyal
C47578,754240,Female,26-35,New
C47579,415505,Male,36-45,Returning
C47580,713321,Male,26-35,Returning
C47581,486226,Female,46-55,Returning
C47582,209125,Male,26-35,New
C47583,641032,Male,18-25,New
C47584,606108,Male,36-45,Loyal
C47585,472101,Female,26-35,New
C47586,144526,Male,18-25,New
C47587,303121,Male,56-65,New
C47588,625501,Male,46-55,New
C47589,722142,Male,36-45,Returning
C47590,509337,Male,36-45,New
C47591,770072,Male,56-65,Returning
C47592,322701,Male,46-55,New
C47593,501218,Female,26-35,New
C47594,731245,Male,26-35,New
C47595,683501,Male,36-45,New
C47596,848501,Female,46-55,New
C47597,384215,Male,18-25,New
C47598,503188,Female,36-45,New
C47599,612905,Male,46-55,Loyal
C47600,416115,Female,26-35,Returning
C47601,761104,Male,26-35,Returning
C47602,627803,Female,36-45,Returning
C47603,752020,Male,46-55,Returning
C47604,123106,Male,36-45,New
C47605,814114,Female,46-55,Loyal
C47606,481998,Male,46-55,Returning
C47607,322202,Male,18-25,Loyal
C47608,521165,Female,36-45,Returning
C47609,496334,Male,46-55,New
C47610,583239,Male,36-45,New
C47611,384246,Male,18-25,New
C47612,713330,Male,56-65,Returning
C47613,431137,Female,36-45,New
C47614,722136,Male,26-35,Returning
C47615,769015,Male,36-45,New
C47616,202134,Male,36-45,New
C47617,721654,Male,56-65,New
C47618,847232,Female,36-45,New
C47619,415708,Male,18-25,Returning
C47620,364265,Male,46-55,Returning
C47621,524319,Female,36-45,New
C47622,792131,Female,65+,New
C47623,576108,Male,36-45,Returning
C47624,326039,Male,36-45,New
C47625,131024,Male,36-45,New
C47626,768102,Male,46-55,Returning
C47627,466118,Male,18-25,New
C47628,518102,Male,46-55,New
C47629,796186,Male,46-55,Returning
C47630,608702,Male,56-65,Returning
C47631,614803,Female,56-65,New
C47632,276137,Female,36-45,New
C47633,638104,Female,36-45,New
C47634,393020,Female,26-35,Returning
C47635,509334,Female,26-35,New
C47636,248006,Male,26-35,New
C47637,415407,Female,56-65,Loyal
C47638,243724,Female,56-65,New
C47639,201102,Male,46-55,Loyal
C47640,516163,Female,36-45,Returning
C47641,389235,Female,26-35,New
C47642,110098,Male,18-25,Returning
C47643,601202,Male,26-35,Loyal
C47644,781134,Male,26-35,Loyal
C47645,415639,Male,46-55,New
C47646,680596,Male,56-65,Returning
C47647,123001,Male,36-45,New
C47648,344033,Male,36-45,Loyal
C47649,146104,Male,36-45,Returning
C47650,700051,Male,26-35,New
C47651,670731,Male,36-45,New
C47652,400094,Male,46-55,Loyal
C47653,782001,Male,46-55,New
C47654,670692,Female,36-45,New
C47655,389120,Female,36-45,Returning
C47656,768048,Female,18-25,New
C47657,577117,Male,26-35,Returning
C47658,826005,Male,26-35,New
C47659,632520,Male,18-25,Loyal
C47660,620026,Female,56-65,Returning
C47661,736135,Female,18-25,New
C47662,735210,Male,56-65,Returning
C47663,641016,Male,46-55,New
C47664,686635,Female,26-35,Returning
C47665,441805,Male,26-35,New
C47666,743124,Male,36-45,Loyal
C47667,508250,Male,36-45,New
C47668,689508,Female,46-55,New
C47669,759117,Male,26-35,New
C47670,855107,Male,36-45,Returning
C47671,421311,Male,26-35,New
C47672,731130,Male,26-35,New
C47673,332318,Female,36-45,Loyal
C47674,522318,Male,26-35,New
C47675,492012,Male,36-45,Loyal
C47676,487334,Male,18-25,Loyal
C47677,689502,Male,36-45,New
C47678,759100,Female,46-55,New
C47679,364150,Female,36-45,Returning
C47680,110073,Female,36-45,Returning
C47681,171001,Female,26-35,New
C47682,571313,Male,46-55,Returning
C47683,321028,Female,18-25,Returning
C47684,140108,Male,26-35,New
C47685,721140,Male,65+,Loyal
C47686,627808,Female,46-55,New
C47687,735224,Male,18-25,Returning
C47688,249001,Male,26-35,Returning
C47689,583213,Male,46-55,New
C47690,425305,Female,36-45,Returning
C47691,416405,Male,26-35,Returning
C47692,402104,Female,46-55,New
C47693,416013,Male,46-55,New
C47694,441110,Male,36-45,Loyal
C47695,182126,Female,26-35,Loyal
C47696,680523,Female,36-45,New
C47697,331027,Male,36-45,Returning
C47698,794114,Male,46-55,Returning
C47699,587119,Male,26-35,New
C47700,362245,Male,36-45,New
C47701,416606,Female,36-45,New
C47702,791122,Male,36-45,New
C47703,502334,Male,36-45,New
C47704,614901,Male,26-35,Loyal
C47705,416005,Male,46-55,New
C47706,682015,Male,56-65,Loyal
C47707,221717,Female,36-45,New
C47708,673007,Female,18-25,New
C47709,638006,Female,36-45,Loyal
C47710,301705,Male,26-35,Returning
C47711,284124,Male,26-35,New
C47712,232107,Female,26-35,New
C47713,620006,Female,46-55,Returning
C47714,695016,Male,36-45,Loyal
C47715,532409,Male,26-35,New
C47716,700140,Male,36-45,Loyal
C47717,691309,Male,36-45,Returning
C47718,224119,Female,36-45,New
C47719,721427,Male,36-45,Loyal
C47720,673002,Male,46-55,Loyal
C47721,758015,Male,18-25,Loyal
C47722,600021,Male,36-45,Loyal
C47723,241305,Male,56-65,Loyal
C47724,493662,Male,26-35,New
C47725,506103,Male,46-55,New
C47726,712412,Male,26-35,Returning
C47727,276302,Male,46-55,Returning
C47728,759119,Male,26-35,New
C47729,733130,Male,36-45,Returning
C47730,591217,Male,46-55,Returning
C47731,680546,Male,46-55,Returning
C47732,585226,Female,36-45,Loyal
C47733,335503,Female,26-35,Loyal
C47734,638506,Male,36-45,New
C47735,743371,Male,46-55,Returning
C47736,721161,Male,26-35,Returning
C47737,712311,Male,36-45,New
C47738,636017,Male,18-25,New
C47739,333702,Female,46-55,Loyal
C47740,401106,Male,46-55,New
C47741,110031,Male,26-35,New
C47742,301415,Male,36-45,New
C47743,361110,Male,36-45,Returning
C47744,410508,Male,26-35,Returning
C47745,133207,Female,56-65,New
C47746,475685,Male,56-65,New
C47747,802112,Male,46-55,Returning
C47748,304802,Male,46-55,New
C47749,827014,Female,46-55,Returning
C47750,604210,Male,46-55,New
C47751,627813,Male,36-45,New
C47752,754223,Male,46-55,New
C47753,395008,Male,36-45,New
C47754,639202,Female,36-45,Loyal
C47755,678571,Male,36-45,Returning
C47756,700032,Male,46-55,Loyal
C47757,643219,Male,26-35,New
C47758,700082,Female,18-25,New
C47759,851215,Female,36-45,Loyal
C47760,425432,Male,26-35,Loyal
C47761,424208,Male,26-35,Returning
C47762,246163,Male,46-55,Returning
C47763,414006,Male,36-45,Loyal
C47764,627764,Male,36-45,Loyal
C47765,573121,Male,46-55,Loyal
C47766,232102,Male,26-35,New
C47767,205121,Male,18-25,Returning
C47768,754290,Female,36-45,Returning
C47769,391510,Male,18-25,New
C47770,271882,Female,26-35,Returning
C47771,736158,Male,36-45,New
C47772,322212,Female,36-45,New
C47773,636114,Male,36-45,Returning
C47774,147002,Male,46-55,New
C47775,622202,Male,18-25,New
C47776,848209,Male,26-35,Returning
C47777,231222,Male,18-25,New
C47778,275201,Male,36-45,New
C47779,521134,Male,46-55,New
C47780,335526,Female,36-45,Loyal
C47781,391775,Male,36-45,New
C47782,361240,Female,36-45,New
C47783,560041,Female,36-45,New
C47784,711412,Male,36-45,Returning
C47785,682558,Male,26-35,Returning
C47786,332318,Male,18-25,New
C47787,515571,Male,36-45,Returning
C47788,202165,Male,26-35,New
C47789,759132,Male,26-35,Returning
C47790,502103,Female,46-55,Returning
C47791,570026,Female,18-25,Returning
C47792,313702,Male,26-35,Returning
C47793,587117,Male,26-35,Returning
C47794,400014,Male,36-45,Returning
C47795,852112,Male,18-25,Returning
C47796,686587,Male,36-45,Returning
C47797,712702,Male,36-45,New
C47798,623502,Female,36-45,Returning
C47799,680688,Male,56-65,Loyal
C47800,573213,Male,36-45,Returning
C47801,249186,Male,36-45,New
C47802,636309,Male,46-55,New
C47803,271851,Male,46-55,Returning
C47804,413306,Male,26-35,Returning
C47805,680567,Male,36-45,Returning
C47806,389152,Female,56-65,New
C47807,636002,Male,18-25,Returning
C47808,281104,Female,26-35,New
C47809,533449,Female,18-25,Returning
C47810,485114,Male,26-35,Returning
C47811,689696,Female,36-45,Loyal
C47812,383120,Male,18-25,Returning
C47813,757054,Male,36-45,New
C47814,683574,Female,36-45,New
C47815,491557,Male,26-35,Returning
C47816,533274,Male,36-45,Returning
C47817,560114,Male,65+,New
C47818,743286,Male,36-45,New
C47819,524402,Male,18-25,Returning
C47820,384355,Male,18-25,New
C47821,508247,Male,46-55,New
C47822,581110,Male,26-35,New
C47823,201312,Male,46-55,New
C47824,504302,Female,36-45,New
C47825,272177,Male,18-25,New
C47826,695605,Male,56-65,New
C47827,416506,Female,36-45,New
C47828,143304,Male,26-35,Returning
C47829,412209,Female,36-45,Returning
C47830,140406,Female,18-25,Returning
C47831,642128,Male,26-35,New
C47832,757027,Male,36-45,Loyal
C47833,522317,Male,36-45,Returning
C47834,782441,Female,26-35,Loyal
C47835,635108,Female,36-45,New
C47836,785667,Male,26-35,New
C47837,587119,Female,36-45,New
C47838,795149,Male,26-35,Returning
C47839,263623,Male,18-25,Loyal
C47840,384001,Female,46-55,Loyal
C47841,637411,Male,36-45,Returning
C47842,144503,Male,46-55,Returning
C47843,210205,Male,36-45,New
C47844,144202,Female,46-55,Returning
C47845,759039,Male,26-35,New
C47846,246471,Male,36-45,New
C47847,516411,Male,26-35,Returning
C47848,471313,Male,26-35,Returning
C47849,171207,Male,36-45,New
C47850,332404,Male,46-55,New
C47851,500067,Female,26-35,New
C47852,413226,Female,65+,Loyal
C47853,767067,Female,26-35,Returning
C47854,614019,Male,18-25,New
C47855,471318,Male,36-45,Returning
C47856,847228,Male,36-45,New
C47857,574117,Female,46-55,New
C47858,767016,Female,26-35,Returning
C47859,243203,Male,26-35,New
C47860,852122,Female,65+,Returning
C47861,145024,Male,36-45,Returning
C47862,620021,Male,26-35,Loyal
C47863,591128,Female,56-65,New
C47864,847203,Female,36-45,Returning
C47865,507203,Female,36-45,Returning
C47866,721624,Male,56-65,New
C47867,431506,Male,36-45,Returning
C47868,175021,Male,36-45,New
C47869,497553,Male,36-45,Returning
C47870,365645,Male,56-65,Returning
C47871,722156,Male,36-45,Returning
C47872,431215,Male,26-35,Loyal
C47873,711104,Female,46-55,Returning
C47874,474011,Female,56-65,Loyal
C47875,171224,Male,36-45,Returning
C47876,415124,Male,36-45,New
C47877,515872,Male,36-45,Returning
C47878,643202,Male,26-35,New
C47879,785618,Female,26-35,New
C47880,635104,Male,36-45,Returning
C47881,143118,Male,36-45,Returning
C47882,712305,Female,36-45,Returning
C47883,342801,Male,18-25,Returning
C47884,177204,Male,36-45,Loyal
C47885,175130,Female,56-65,Returning
C47886,700117,Male,46-55,Returning
C47887,629204,Male,36-45,New
C47888,180016,Male,26-35,New
C47889,415607,Male,36-45,Returning
C47890,632517,Male,18-25,New
C47891,422113,Female,36-45,New
C47892,126152,Male,36-45,Loyal
C47893,580004,Male,36-45,New
C47894,624220,Male,46-55,New
C47895,412307,Female,36-45,New
C47896,686534,Female,18-25,New
C47897,533349,Female,36-45,Loyal
C47898,174004,Male,26-35,New
C47899,473770,Male,36-45,Returning
C47900,825412,Male,26-35,Returning
C47901,623711,Female,36-45,Returning
C47902,331811,Male,36-45,New
C47903,454010,Female,36-45,New
C47904,577527,Male,26-35,New
C47905,752010,Female,36-45,New
C47906,414301,Male,36-45,Loyal
C47907,229406,Male,36-45,New
C47908,577301,Male,36-45,New
C47909,509326,Female,36-45,New
C47910,396475,Female,56-65,Returning
C47911,629167,Male,36-45,Loyal
C47912,209729,Female,56-65,Loyal
C47913,533005,Male,36-45,Returning
C47914,144401,Female,56-65,New
C47915,465550,Male,56-65,New
C47916,325202,Male,36-45,Returning
C47917,573126,Male,46-55,Returning
C47918,829116,Male,36-45,New
C47919,620020,Male,18-25,New
C47920,454335,Male,46-55,Returning
C47921,843113,Male,46-55,Returning
C47922,224132,Male,65+,Returning
C47923,488442,Female,36-45,New
C47924,415538,Male,18-25,New
C47925,314001,Male,46-55,Returning
C47926,222142,Male,36-45,Returning
C47927,852122,Male,26-35,New
C47928,744112,Male,46-55,New
C47929,506319,Male,56-65,New
C47930,389330,Male,18-25,Returning
C47931,403107,Male,46-55,New
C47932,757049,Male,36-45,Returning
C47933,758016,Male,26-35,Returning
C47934,341520,Male,36-45,New
C47935,679516,Female,26-35,New
C47936,670706,Male,18-25,Returning
C47937,691014,Female,26-35,Returning
C47938,825330,Female,36-45,Loyal
C47939,742184,Male,65+,Returning
C47940,533347,Male,18-25,New
C47941,632201,Female,36-45,Returning
C47942,232340,Male,36-45,New
C47943,843327,Female,36-45,Returning
C47944,688562,Male,36-45,Returning
C47945,141422,Male,56-65,Returning
C47946,518124,Male,36-45,New
C47947,466448,Female,26-35,New
C47948,630302,Male,36-45,Returning
C47949,415205,Male,36-45,New
C47950,250001,Female,26-35,New
C47951,679322,Male,26-35,New
C47952,504202,Male,26-35,Returning
C47953,121010,Male,36-45,New
C47954,770021,Male,36-45,New
C47955,571316,Male,56-65,Returning
C47956,630321,Male,26-35,Returning
C47957,364522,Male,36-45,Loyal
C47958,638501,Male,26-35,Returning
C47959,518165,Male,56-65,New
C47960,362229,Male,26-35,Returning
C47961,603104,Male,18-25,Returning
C47962,721603,Female,56-65,Returning
C47963,303323,Female,65+,Loyal
C47964,140110,Male,26-35,Loyal
C47965,563134,Male,26-35,Returning
C47966,281201,Male,18-25,Returning
C47967,431510,Female,36-45,New
C47968,632203,Female,36-45,New
C47969,442104,Female,65+,New
C47970,622412,Male,36-45,Returning
C47971,414502,Male,26-35,Returning
C47972,573116,Female,18-25,New
C47973,231221,Male,26-35,Returning
C47974,518467,Male,26-35,New
C47975,623407,Male,18-25,Loyal
C47976,222135,Female,26-35,Returning
C47977,788832,Female,18-25,Loyal
C47978,382030,Male,46-55,Loyal
C47979,768212,Female,26-35,New
C47980,506330,Male,18-25,Loyal
C47981,194303,Male,46-55,Returning
C47982,580001,Male,26-35,New
C47983,673603,Male,36-45,New
C47984,231309,Male,46-55,New
C47985,210207,Male,26-35,Returning
C47986,736101,Female,36-45,Loyal
C47987,741317,Female,36-45,New
C47988,680317,Male,26-35,Returning
C47989,441202,Male,26-35,Returning
C47990,670018,Male,26-35,Returning
C47991,744211,Male,26-35,Loyal
C47992,577221,Female,46-55,Loyal
C47993,301028,Female,26-35,New
C47994,271312,Female,46-55,Returning
C47995,518411,Male,36-45,Returning
C47996,741253,Female,36-45,Returning
C47997,312021,Female,26-35,Returning
C47998,395009,Male,26-35,New
C47999,431804,Female,26-35,New
C48000,262529,Male,18-25,Loyal
C48001,735231,Male,26-35,New
C48002,221207,Male,26-35,Returning
C48003,451221,Male,36-45,New
C48004,504208,Male,36-45,Loyal
C48005,422213,Male,18-25,Returning
C48006,516001,Male,46-55,Returning
C48007,795139,Female,36-45,Returning
C48008,847308,Female,26-35,Returning
C48009,508255,Male,46-55,Loyal
C48010,635123,Male,56-65,New
C48011,522264,Male,18-25,New
C48012,679329,Female,18-25,New
C48013,673306,Male,26-35,New
C48014,144043,Male,18-25,New
C48015,331305,Female,18-25,Returning
C48016,174309,Male,36-45,New
C48017,683585,Male,18-25,New
C48018,621214,Male,46-55,New
C48019,803215,Male,18-25,New
C48020,444003,Male,46-55,New
C48021,848209,Male,36-45,Returning
C48022,393041,Female,26-35,New
C48023,175141,Male,36-45,New
C48024,110093,Male,18-25,Loyal
C48025,713405,Female,46-55,New
C48026,847238,Male,18-25,New
C48027,676121,Male,46-55,New
C48028,712149,Female,36-45,New
C48029,682022,Male,36-45,Returning
C48030,783369,Male,36-45,Loyal
C48031,400088,Female,46-55,Returning
C48032,400033,Male,65+,New
C48033,679332,Female,18-25,Loyal
C48034,765022,Male,36-45,Loyal
C48035,713376,Female,46-55,New
C48036,416615,Male,36-45,Returning
C48037,582119,Female,46-55,New
C48038,501301,Male,36-45,Returning
C48039,425405,Male,36-45,Returning
C48040,799264,Male,26-35,New
C48041,281122,Male,18-25,New
C48042,412211,Male,36-45,Returning
C48043,241123,Male,36-45,Returning
C48044,144422,Male,26-35,New
C48045,635652,Female,26-35,New
C48046,231313,Male,46-55,New
C48047,627104,Male,65+,New
C48048,713362,Female,26-35,Returning
C48049,768034,Male,46-55,Returning
C48050,700029,Male,36-45,Returning
C48051,225202,Male,65+,Loyal
C48052,211017,Female,36-45,Returning
C48053,762101,Female,26-35,New
C48054,271201,Male,26-35,Returning
C48055,442304,Male,65+,Returning
C48056,272128,Male,26-35,Returning
C48057,523273,Male,36-45,Loyal
C48058,755036,Female,65+,Returning
C48059,680683,Male,36-45,Returning
