review_id,order_id,review_score,review_comment_message,review_date
R49479,O06588,5,No comment,
R49480,O79239,4,Excellent quality and service.,
R49481,O36837,3,No comment,
R49482,O35187,1,No comment,
R49483,O68186,5,No comment,2021-08-24
R49484,O37564,5,No comment,2022-04-18
R49485,O26944,5,Product as described. Good value.,
R49486,O65753,4,Very satisfied with the purchase.,
R49487,O32270,5,Product as described. Good value.,
R49488,O19989,4,No comment,2024-01-18
R49489,O36058,5,Product as described. Good value.,2021-12-15
R49490,O96204,1,Disappointed with the quality.,2023-07-11
R49491,O38696,4,Very satisfied with the purchase.,2025-03-14
R49492,O41102,4,Great product and quick delivery.,
R49493,O93582,1,Not as described.,2025-08-13
R49494,O37266,5,Excellent quality and service.,
R49495,O17204,5,No comment,2023-07-07
R49496,O11776,4,Great product and quick delivery.,2025-04-13
R49497,O18144,5,Initiated return; refund received.,
R49498,O25462,5,Product as described. Good value.,
R49499,O29872,5,Great product and quick delivery.,2021-02-20
R49500,O05462,5,Great product and quick delivery.,
R49501,O21797,5,No comment,2024-02-12
R49502,O35005,5,No comment,2024-10-16
R49503,O77543,4,Excellent quality and service.,2025-06-07
R49504,O36761,4,Excellent quality and service.,2023-11-07
R49505,O94147,1,Delivery was delayed and support was unhelpful.,2024-09-23
R49506,O70430,5,Great product and quick delivery.,
R49507,O81182,3,No comment,2025-09-05
R49508,O41122,5,No comment,2022-11-16
R49509,O43410,5,No comment,2023-05-07
R49510,O10893,4,Very satisfied with the purchase.,2021-07-15
R49511,O94211,4,Payment issue led to cancellation.,
R49512,O77624,5,No comment,
R49513,O26115,5,Product as described. Good value.,2025-06-14
R49514,O23686,4,Excellent quality and service.,2023-10-26
R49515,O17595,5,No comment,2023-07-16
R49516,O84120,1,No comment,2021-02-08
R49517,O41847,5,Very satisfied with the purchase.,2023-06-05
R49518,O23957,5,Great product and quick delivery.,
R49519,O06470,5,Initiated return; refund received.,2025-05-07
R49520,O84504,5,Excellent quality and service.,2024-06-06
R49521,O89611,3,No comment,2025-05-17
R49522,O15421,5,Product as described. Good value.,2025-08-13
R49523,O21126,4,Product as described. Good value.,2024-06-10
R49524,O20355,5,Excellent quality and service.,2023-10-06
R49525,O49510,3,No comment,2024-11-06
R49526,O52095,5,No comment,
R49527,O42506,5,No comment,2025-08-13
R49528,O30348,5,Very satisfied with the purchase.,
R49529,O97512,5,No comment,2024-09-05
R49530,O55863,5,Great product and quick delivery.,2021-04-18
R49531,O19209,5,No comment,2022-10-10
R49532,O63045,5,Great product and quick delivery.,2025-09-11
R49533,O31708,1,Delivery was delayed and support was unhelpful.,2023-02-12
R49534,O38754,4,No comment,2024-12-16
R49535,O66140,4,Product as described. Good value.,
R49536,O59452,4,Very satisfied with the purchase.,2024-02-12
R49537,O97234,5,Product as described. Good value.,
R49538,O04028,5,Very satisfied with the purchase.,2021-11-11
R49539,O58999,5,Very satisfied with the purchase.,
R49540,O97868,3,No comment,
R49541,O23186,5,No comment,2023-07-15
R49542,O37993,5,No comment,
R49543,O85314,5,Product as described. Good value.,2022-08-04
R49544,O73998,5,Excellent quality and service.,2021-09-12
R49545,O97356,5,Order was cancelled shortly after placing.,2024-12-11
R49546,O05272,5,Great product and quick delivery.,
R49547,O63552,1,Disappointed with the quality.,2024-06-12
R49548,O39121,5,Great product and quick delivery.,
R49549,O33612,5,Did not fit the requirement; returned.,
R49550,O72393,4,No comment,2021-12-16
R49551,O37945,5,Initiated return; refund received.,2025-05-06
R49552,O11344,1,No comment,
R49553,O37171,5,Great product and quick delivery.,
R49554,O05795,4,Product as described. Good value.,2021-10-18
R49555,O43638,3,No comment,2023-05-12
R49556,O29693,5,Very satisfied with the purchase.,
R49557,O49563,4,No comment,
R49558,O41668,3,No comment,2023-02-06
R49559,O54569,5,Excellent quality and service.,
R49560,O99102,5,No comment,
R49561,O78112,1,Not as described.,
R49562,O61700,5,Excellent quality and service.,
R49563,O90466,5,Excellent quality and service.,2025-06-17
R49564,O28731,4,No comment,
R49565,O39501,5,No comment,2025-04-10
R49566,O80219,5,No comment,2024-09-06
R49567,O95630,5,Excellent quality and service.,2022-02-11
R49568,O95404,5,Very satisfied with the purchase.,2025-08-15
R49569,O50656,5,Product as described. Good value.,
R49570,O04877,5,Great product and quick delivery.,
R49571,O92141,2,Disappointed with the quality.,2025-10-13
R49572,O19012,5,Very satisfied with the purchase.,
R49573,O25114,4,Great product and quick delivery.,
R49574,O31097,5,Great product and quick delivery.,2026-11-02
R49575,O03903,4,Very satisfied with the purchase.,2025-10-14
R49576,O68395,5,Excellent quality and service.,
R49577,O08009,5,Very satisfied with the purchase.,
R49578,O13997,5,No comment,2022-02-12
R49579,O55724,5,No comment,
R49580,O81208,2,No comment,
R49581,O50477,4,Very satisfied with the purchase.,2024-05-10
R49582,O66119,5,Initiated return; refund received.,
R49583,O03500,5,No comment,2022-10-13
R49584,O53270,5,No comment,
R49585,O04567,5,Returned due to defects.,2023-10-22
R49586,O94803,5,Very satisfied with the purchase.,2022-05-08
R49587,O69812,5,No comment,
R49588,O87978,4,Product as described. Good value.,2021-12-07
R49589,O87392,1,Delivery was delayed and support was unhelpful.,2022-10-09
R49590,O48135,5,Very satisfied with the purchase.,2023-01-18
R49591,O37476,5,No comment,2023-10-18
R49592,O40734,4,Excellent quality and service.,
R49593,O24067,5,Product as described. Good value.,
R49594,O87626,5,No comment,
R49595,O38970,5,Great product and quick delivery.,2025-03-14
R49596,O65647,5,No comment,2023-10-17
R49597,O34741,3,No comment,
R49598,O64797,5,"BOM DIA, AINDA NÃƒO RECEBI MEU PEDIDO",
R49599,O37020,5,No comment,2023-09-14
R49600,O99425,1,No comment,2022-09-15
R49601,O41667,5,Great product and quick delivery.,
R49602,O82923,4,No comment,
R49603,O71444,5,Great product and quick delivery.,2025-06-11
R49604,O92709,5,Excellent quality and service.,
R49605,O35674,5,No comment,
R49606,O04044,4,Product as described. Good value.,
R49607,O29799,5,No comment,2023-01-10
R49608,O47337,4,Product as described. Good value.,
R49609,O82099,5,No comment,2025-03-16
R49610,O71745,4,No comment,
R49611,O79491,3,No comment,2025-07-21
R49612,O75270,5,Returned due to defects.,2024-02-03
R49613,O06404,4,No comment,
R49614,O08441,5,Product as described. Good value.,2021-02-11
R49615,O53686,5,Product as described. Good value.,2021-05-25
R49616,O82536,5,No comment,
R49617,O84174,1,Item arrived damaged.,
R49618,O69813,4,No comment,2022-09-23
R49619,O49814,5,Excellent quality and service.,
R49620,O78205,4,No comment,2024-09-04
R49621,O87794,1,No comment,2024-06-06
R49622,O72844,5,Product as described. Good value.,2021-10-14
R49623,O28036,5,Great product and quick delivery.,2023-06-15
R49624,O91173,5,Great product and quick delivery.,2023-10-12
R49625,O12371,4,No comment,
R49626,O27134,4,No comment,
R49627,O59094,4,No comment,
R49628,O75103,5,Product as described. Good value.,
R49629,O33330,5,Product as described. Good value.,2025-11-18
R49630,O43752,5,Great product and quick delivery.,2021-01-12
R49631,O74664,5,Cancelled due to change of mind.,
R49632,O89628,5,No comment,2021-10-15
R49633,O78519,5,Great product and quick delivery.,2023-08-08
R49634,O69790,5,Did not fit the requirement; returned.,
R49635,O45845,5,No comment,
R49636,O16416,5,Did not fit the requirement; returned.,
R49637,O35792,4,Great product and quick delivery.,2024-12-10
R49638,O01862,5,Excellent quality and service.,
R49639,O44900,4,No comment,2025-04-16
R49640,O97153,5,No comment,2024-01-07
R49641,O45544,5,Great product and quick delivery.,2023-01-17
R49642,O52945,5,"OTIMO PRODUTO, FOI ENTREGUE NO PRAZO CORRETO E FUNCIONA BEM, SEM AQUELAS FRESCURAS DE TER QUE CONFIGURAR, SÃ“ USAR!",
R49643,O39375,4,Excellent quality and service.,2023-10-22
R49644,O23757,5,Very satisfied with the purchase.,2025-06-17
R49645,O62236,2,No comment,
R49646,O03652,5,Product as described. Good value.,
R49647,O42972,4,Excellent quality and service.,2024-06-18
R49648,O02613,5,No comment,2023-07-22
R49649,O69425,5,Very satisfied with the purchase.,2022-04-09
R49650,O73416,2,No comment,
R49651,O15001,5,Product as described. Good value.,2021-11-07
R49652,O97626,5,No comment,2021-07-21
R49653,O73925,5,No comment,2023-10-10
R49654,O82803,5,Excellent quality and service.,2024-03-25
R49655,O00877,5,Excellent quality and service.,
R49656,O19295,2,Not as described.,2022-05-20
R49657,O78560,5,No comment,
R49658,O12392,5,Excellent quality and service.,2022-04-09
R49659,O73593,5,No comment,2021-07-19
R49660,O39392,5,Product as described. Good value.,2021-03-16
R49661,O55675,5,No comment,
R49662,O27795,4,No comment,2023-09-20
R49663,O04223,5,Very satisfied with the purchase.,
R49664,O97425,5,No comment,
R49665,O61196,5,No comment,
R49666,O07308,5,No comment,
R49667,O36604,5,Great product and quick delivery.,2024-10-18
R49668,O01753,2,Not as described.,
R49669,O90151,5,Product as described. Good value.,
R49670,O25771,1,No comment,
R49671,O35593,5,Product as described. Good value.,2022-01-22
R49672,O96276,5,Very satisfied with the purchase.,
R49673,O24749,3,Packaging was fine. Works as intended.,2021-09-13
R49674,O01098,5,Excellent quality and service.,2023-12-09
R49675,O09887,5,No comment,2023-05-18
R49676,O19201,3,No comment,2021-09-21
R49677,O53201,1,Disappointed with the quality.,2025-06-12
R49678,O06290,5,No comment,
R49679,O03552,5,Very satisfied with the purchase.,
R49680,O76915,3,Packaging was fine. Works as intended.,2025-08-05
R49681,O80070,5,No comment,
R49682,O63345,5,No comment,
R49683,O57404,5,No comment,2025-09-12
R49684,O42990,5,Very satisfied with the purchase.,
R49685,O04531,2,Delivery was delayed and support was unhelpful.,2023-08-22
R49686,O95711,5,No comment,2022-02-22
R49687,O36660,5,Very satisfied with the purchase.,2024-12-12
R49688,O74116,5,No comment,2023-04-06
R49689,O59853,3,No comment,
R49690,O15569,5,No comment,
R49691,O95055,5,Product as described. Good value.,
R49692,O12321,3,No comment,
R49693,O98709,1,No comment,2023-10-16
R49694,O84744,5,Product as described. Good value.,2026-01-04
R49695,O86075,5,No comment,2025-04-20
R49696,O20737,5,Great product and quick delivery.,2023-05-05
R49697,O09642,4,Product as described. Good value.,
R49698,O41354,5,No comment,
R49699,O31707,5,No comment,2023-09-16
R49700,O75024,5,No comment,
R49701,O22957,1,Delivery was delayed and support was unhelpful.,2025-11-09
R49702,O48992,1,Initiated return; refund received.,2025-11-16
R49703,O57941,5,No comment,2022-07-10
R49704,O95516,5,No comment,2024-10-16
R49705,O92367,5,No comment,2023-03-11
R49706,O53228,5,No comment,
R49707,O57614,5,Initiated return; refund received.,
R49708,O60751,5,No comment,2023-07-24
R49709,O29637,5,Excellent quality and service.,
R49710,O66306,4,Great product and quick delivery.,
R49711,O59537,1,Disappointed with the quality.,2025-03-03
R49712,O01536,5,Great product and quick delivery.,
R49713,O99900,1,Disappointed with the quality.,
R49714,O56398,5,Excellent quality and service.,
R49715,O21968,5,No comment,
R49716,O35957,1,Disappointed with the quality.,
R49717,O63790,2,No comment,
R49718,O56871,5,Returned due to defects.,2023-07-16
R49719,O57321,5,No comment,
R49720,O25892,5,No comment,2021-11-06
R49721,O55202,4,No comment,2022-08-22
R49722,O02648,5,No comment,2024-07-18
R49723,O18427,5,No comment,
R49724,O57683,5,No comment,
R49725,O16289,5,Excellent quality and service.,
R49726,O17583,5,Great product and quick delivery.,
R49727,O18616,5,No comment,2024-02-08
R49728,O77066,5,Excellent quality and service.,
R49729,O99842,5,No comment,2023-10-05
R49730,O53455,5,No comment,2022-02-15
R49731,O84231,5,Great product and quick delivery.,
R49732,O35837,3,Product is okay for the price.,2025-04-05
R49733,O68119,5,Product as described. Good value.,2022-09-03
R49734,O38870,5,Very satisfied with the purchase.,2025-07-12
R49735,O71116,5,Great product and quick delivery.,
R49736,O95104,5,No comment,
R49737,O54826,5,No comment,
R49738,O88959,5,No comment,2024-10-13
R49739,O69167,3,No comment,
R49740,O29116,5,Excellent quality and service.,2023-01-05
R49741,O59390,4,Very satisfied with the purchase.,
R49742,O68728,5,No comment,
R49743,O21725,5,Payment issue led to cancellation.,2021-03-14
R49744,O36608,1,Delivery was delayed and support was unhelpful.,2025-05-13
R49745,O10908,5,Great product and quick delivery.,
R49746,O80879,5,No comment,
R49747,O35804,5,Very satisfied with the purchase.,
R49748,O07776,3,No comment,2021-06-16
R49749,O65810,1,Not as described.,
R49750,O86676,5,Initiated return; refund received.,2022-02-08
R49751,O52859,5,Excellent quality and service.,2023-09-11
R49752,O43078,5,No comment,2021-03-15
R49753,O17789,5,Excellent quality and service.,2023-08-18
R49754,O54191,5,No comment,
R49755,O55383,5,No comment,
R49756,O65626,4,No comment,
R49757,O93611,4,Great product and quick delivery.,2023-08-04
R49758,O86969,5,Excellent quality and service.,2024-01-14
R49759,O32023,4,Order cancelled by the seller.,
R49760,O27348,5,No comment,2022-09-17
R49761,O18477,5,Product as described. Good value.,2026-06-11
R49762,O64054,4,Great product and quick delivery.,
R49763,O74879,4,No comment,
R49764,O53636,1,Item arrived damaged.,
R49765,O09958,4,No comment,
R49766,O36046,4,Great product and quick delivery.,
R49767,O07129,1,Delivery was delayed and support was unhelpful.,2023-07-11
R49768,O71230,5,Product as described. Good value.,2021-01-17
R49769,O36332,5,Product as described. Good value.,2021-03-23
R49770,O99009,3,Product is okay for the price.,2023-06-18
R49771,O03404,5,Great product and quick delivery.,2024-10-12
R49772,O30946,5,Excellent quality and service.,2023-03-02
R49773,O74571,2,Delivery was delayed and support was unhelpful.,2023-09-22
R49774,O96940,1,Disappointed with the quality.,
R49775,O91440,5,Excellent quality and service.,2025-04-15
R49776,O13332,1,Disappointed with the quality.,2023-09-06
R49777,O85842,5,Very satisfied with the purchase.,
R49778,O04101,5,No comment,
R49779,O12837,5,No comment,
R49780,O48600,5,Very satisfied with the purchase.,
R49781,O25144,1,Returned due to defects.,
R49782,O93313,5,Great product and quick delivery.,
R49783,O08379,3,No comment,
R49784,O48491,5,Product as described. Good value.,
R49785,O45469,4,No comment,2024-09-14
R49786,O26343,2,No comment,
R49787,O64765,5,No comment,2025-07-21
R49788,O91086,4,No comment,2025-09-10
R49789,O04890,2,Cancelled due to change of mind.,
R49790,O59643,5,No comment,2022-02-10
R49791,O61132,2,No comment,
R49792,O71600,3,No comment,2022-10-10
R49793,O90514,1,Order was cancelled shortly after placing.,
R49794,O31850,5,Product as described. Good value.,2023-02-04
R49795,O84317,5,Product as described. Good value.,
R49796,O26369,5,Order cancelled by the seller.,
R49797,O85718,5,Excellent quality and service.,
R49798,O76363,5,Very satisfied with the purchase.,2024-07-16
R49799,O67253,5,No comment,
R49800,O03583,5,Product as described. Good value.,2022-05-20
R49801,O97021,5,Very satisfied with the purchase.,2022-10-11
R49802,O77454,4,No comment,2023-02-06
R49803,O64125,5,No comment,
R49804,O39985,1,No comment,
R49805,O60730,5,Product as described. Good value.,
R49806,O54001,5,Very satisfied with the purchase.,
R49807,O45840,5,Product as described. Good value.,2022-10-06
R49808,O31885,5,Product as described. Good value.,2022-09-05
R49809,O47435,4,Product as described. Good value.,2023-11-06
R49810,O02215,4,Product as described. Good value.,2023-08-16
R49811,O75832,5,Very satisfied with the purchase.,
R49812,O19764,4,No comment,2022-11-19
R49813,O95928,1,Disappointed with the quality.,
R49814,O36562,4,No comment,2023-09-13
R49815,O82770,5,No comment,
R49816,O22129,5,Returned as product did not match description.,2022-01-14
R49817,O95657,1,Delivery was delayed and support was unhelpful.,2024-06-09
R49818,O05240,5,No comment,
R49819,O36028,5,No comment,
R49820,O68970,5,No comment,2022-11-15
R49821,O46449,3,Product is okay for the price.,2024-04-11
R49822,O75850,3,No comment,
R49823,O92942,4,No comment,
R49824,O50991,4,Excellent quality and service.,
R49825,O71387,1,Item arrived damaged.,
R49826,O56201,5,No comment,2023-10-15
R49827,O37445,5,Did not fit the requirement; returned.,2022-03-04
R49828,O47196,2,Not as described.,
R49829,O54258,5,Great product and quick delivery.,2024-10-04
R49830,O31847,5,No comment,2021-01-22
R49831,O41821,4,No comment,2022-01-20
R49832,O10431,5,Order cancelled by the seller.,
R49833,O72918,5,No comment,2021-09-06
R49834,O19130,5,Excellent quality and service.,2023-09-16
R49835,O69520,2,Disappointed with the quality.,
R49836,O39181,5,Great product and quick delivery.,2022-09-07
R49837,O56935,5,No comment,
R49838,O16199,1,Returned as product did not match description.,
R49839,O32262,4,No comment,2021-06-23
R49840,O03631,3,Order cancelled by the seller.,2024-05-11
R49841,O91048,4,No comment,2021-01-21
R49842,O37466,2,No comment,2025-08-06
R49843,O96471,5,Great product and quick delivery.,
R49844,O50933,5,Very satisfied with the purchase.,
R49845,O22065,5,Excellent quality and service.,2021-02-16
R49846,O48057,4,Great product and quick delivery.,2023-12-12
R49847,O62332,5,Product as described. Good value.,
R49848,O54657,5,Product as described. Good value.,
R49849,O47104,4,Excellent quality and service.,
R49850,O65680,5,No comment,2024-10-17
R49851,O45229,5,Payment issue led to cancellation.,
R49852,O17236,5,No comment,
R49853,O64697,5,Order was cancelled shortly after placing.,2023-09-11
R49854,O46632,5,Product as described. Good value.,2023-03-11
R49855,O60330,4,Great product and quick delivery.,2022-07-25
R49856,O77038,1,No comment,
R49857,O33739,5,Product as described. Good value.,
R49858,O30222,5,No comment,2022-05-13
R49859,O01467,5,Excellent quality and service.,
R49860,O74063,1,Item arrived damaged.,2022-05-20
R49861,O24782,5,Returned due to defects.,2025-02-09
R49862,O57514,5,Very satisfied with the purchase.,2021-12-22
R49863,O42665,4,No comment,
R49864,O33709,3,Packaging was fine. Works as intended.,2023-02-12
R49865,O31204,5,Great product and quick delivery.,2025-08-12
R49866,O44003,1,Not as described.,
R49867,O21894,5,Very satisfied with the purchase.,
R49868,O56529,5,Did not fit the requirement; returned.,2023-11-19
R49869,O92703,5,Cancelled due to change of mind.,2021-04-11
R49870,O34213,5,No comment,
R49871,O17613,4,Very satisfied with the purchase.,
R49872,O79839,1,No comment,
R49873,O73489,5,Great product and quick delivery.,2022-10-20
R49874,O23180,5,No comment,2024-04-18
R49875,O63989,5,Great product and quick delivery.,2023-10-18
R49876,O19781,4,No comment,
R49877,O35159,5,Cancelled due to change of mind.,2023-11-17
R49878,O39580,1,No comment,2021-05-12
R49879,O64103,5,Great product and quick delivery.,
R49880,O93562,5,No comment,2024-04-18
R49881,O91759,3,Product is okay for the price.,
R49882,O78407,3,No comment,2024-09-13
R49883,O32401,1,Did not fit the requirement; returned.,
R49884,O25699,5,Excellent quality and service.,
R49885,O99729,2,No comment,2025-07-13
R49886,O07016,5,Very satisfied with the purchase.,
R49887,O18252,4,No comment,2023-05-03
R49888,O10423,5,Great product and quick delivery.,2023-09-16
R49889,O55098,5,Returned due to defects.,
R49890,O26263,3,No comment,
R49891,O94064,3,Packaging was fine. Works as intended.,2021-11-21
R49892,O69892,4,No comment,
R49893,O54505,5,Great product and quick delivery.,2025-03-14
R49894,O88372,5,Great product and quick delivery.,2025-05-11
R49895,O82320,4,No comment,
R49896,O01131,5,Very satisfied with the purchase.,
R49897,O37706,3,No comment,2025-07-13
R49898,O41318,5,No comment,
R49899,O39991,4,Great product and quick delivery.,2023-05-05
R49900,O23369,5,No comment,
R49901,O42867,5,Product as described. Good value.,2023-09-17
R49902,O74669,5,Very satisfied with the purchase.,2024-05-05
R49903,O25250,4,Excellent quality and service.,2024-03-05
R49904,O58329,3,Product is okay for the price.,2026-07-16
R49905,O42018,1,No comment,
R49906,O54220,5,Product as described. Good value.,2024-11-16
R49907,O65364,5,Product as described. Good value.,2022-10-20
R49908,O59057,3,No comment,
R49909,O15651,5,Very satisfied with the purchase.,
R49910,O66328,5,No comment,
R49911,O72132,5,No comment,
R49912,O55274,5,Order cancelled by the seller.,
R49913,O25141,5,Great product and quick delivery.,2025-12-07
R49914,O82505,5,No comment,
R49915,O56205,5,No comment,2021-05-12
R49916,O87238,5,Great product and quick delivery.,2024-10-09
R49917,O78637,3,No comment,2022-02-14
R49918,O88439,4,Product as described. Good value.,
R49919,O92038,5,Product as described. Good value.,2025-05-14
R49920,O41956,1,Item arrived damaged.,2025-08-19
R49921,O11596,5,Excellent quality and service.,2025-03-09
R49922,O44687,4,No comment,
R49923,O69692,5,No comment,2023-05-16
R49924,O29184,3,No comment,2024-10-15
R49925,O51888,5,Great product and quick delivery.,
R49926,O87229,5,No comment,2021-12-09
R49927,O35624,1,Disappointed with the quality.,2021-08-21
R49928,O40337,4,Great product and quick delivery.,
R49929,O20198,1,Item arrived damaged.,2024-12-04
R49930,O75843,2,Delivery was delayed and support was unhelpful.,2022-10-15
R49931,O26632,5,Very satisfied with the purchase.,
R49932,O92489,4,Great product and quick delivery.,
R49933,O51777,5,Very satisfied with the purchase.,2021-08-19
R49934,O23239,4,No comment,
R49935,O81996,4,Product as described. Good value.,2023-02-12
R49936,O38188,5,Did not fit the requirement; returned.,
R49937,O79512,5,Very satisfied with the purchase.,2023-10-21
R49938,O54520,1,Delivery was delayed and support was unhelpful.,2024-01-14
R49939,O06273,5,Excellent quality and service.,
R49940,O50529,2,Delivery was delayed and support was unhelpful.,2023-11-09
R49941,O99209,5,No comment,
R49942,O47073,5,Very satisfied with the purchase.,
R49943,O99687,5,Product as described. Good value.,
R49944,O24027,5,Did not fit the requirement; returned.,
R49945,O06949,5,Excellent quality and service.,2023-07-10
R49946,O87174,1,Not as described.,
R49947,O94829,5,Product as described. Good value.,2023-06-17
R49948,O08259,2,Delivery was delayed and support was unhelpful.,2025-06-08
R49949,O33039,1,No comment,2023-09-03
R49950,O32991,5,Initiated return; refund received.,2023-10-03
R49951,O12412,4,Excellent quality and service.,
R49952,O59199,1,No comment,
R49953,O44409,1,Not as described.,
R49954,O00640,5,Order was cancelled shortly after placing.,
R49955,O81097,3,Product is okay for the price.,2025-05-05
R49956,O53827,4,Product as described. Good value.,
R49957,O94149,4,Product as described. Good value.,
R49958,O78632,5,Excellent quality and service.,2024-10-11
R49959,O84451,1,No comment,2025-08-15
R49960,O12158,5,No comment,
R49961,O90390,5,Great product and quick delivery.,2023-04-08
R49962,O49567,5,Great product and quick delivery.,2024-04-17
R49963,O65371,5,Excellent quality and service.,2023-11-06
R49964,O38077,1,Item arrived damaged.,
R49965,O90746,1,No comment,
R49966,O76806,4,No comment,2022-11-15
R49967,O39269,4,No comment,
R49968,O12874,5,Excellent quality and service.,2022-05-21
R49969,O26019,4,No comment,2022-12-13
R49970,O42790,5,No comment,2023-12-20
R49971,O50221,1,Delivery was delayed and support was unhelpful.,
R49972,O05016,1,Disappointed with the quality.,2024-01-19
R49973,O63038,5,Great product and quick delivery.,
R49974,O12027,5,Excellent quality and service.,
R49975,O80586,1,Disappointed with the quality.,
R49976,O53481,5,No comment,
R49977,O18758,1,Item arrived damaged.,2025-09-23
R49978,O34107,5,Excellent quality and service.,
R49979,O97293,3,No comment,2023-05-03
R49980,O25117,1,Item arrived damaged.,
R49981,O83065,5,Excellent quality and service.,2024-12-07
R49982,O19395,3,Product is okay for the price.,2023-07-24
R49983,O07599,5,Product as described. Good value.,
R49984,O38506,5,Excellent quality and service.,
R49985,O42886,3,Product is okay for the price.,2024-12-11
R49986,O26637,5,Very satisfied with the purchase.,2025-10-05
R49987,O72968,5,Product as described. Good value.,2024-12-18
R49988,O71218,4,No comment,2023-07-18
R49989,O58844,1,No comment,
R49990,O35635,4,Excellent quality and service.,2022-01-09
R49991,O11730,5,No comment,2021-02-14
R49992,O34161,4,No comment,2024-10-11
R49993,O37254,5,Very satisfied with the purchase.,2022-12-16
R49994,O58836,4,Great product and quick delivery.,
R49995,O30486,4,Very satisfied with the purchase.,2023-03-12
R49996,O94518,5,No comment,
R49997,O81202,5,Great product and quick delivery.,2025-09-20
R49998,O46470,5,Excellent quality and service.,2023-11-13
R49999,O74765,5,No comment,
R50000,O60770,5,Excellent quality and service.,
R50001,O02442,5,Product as described. Good value.,2024-08-10
R50002,O50132,4,No comment,
R50003,O79951,5,No comment,2025-06-09
R50004,O49597,2,Disappointed with the quality.,
R50005,O54616,5,No comment,
R50006,O25955,5,Very satisfied with the purchase.,2024-11-17
R50007,O96063,5,No comment,2024-12-16
R50008,O48417,3,Product is okay for the price.,2025-08-02
R50009,O63124,5,Very satisfied with the purchase.,
R50010,O02515,1,Returned due to defects.,2022-08-05
R50011,O22235,5,Great product and quick delivery.,
R50012,O81791,5,Excellent quality and service.,2024-07-02
R50013,O18952,1,Delivery was delayed and support was unhelpful.,2024-11-19
R50014,O94770,5,No comment,
R50015,O66213,5,No comment,
R50016,O97272,5,Excellent quality and service.,
R50017,O64490,5,Excellent quality and service.,2023-09-04
R50018,O05826,4,No comment,
R50019,O13053,5,Very satisfied with the purchase.,
R50020,O46807,4,No comment,2023-05-13
R50021,O97162,4,Product as described. Good value.,2023-12-06
R50022,O84810,5,Product as described. Good value.,2025-11-11
R50023,O44100,5,Product as described. Good value.,2024-07-11
R50024,O49412,3,Packaging was fine. Works as intended.,
R50025,O64746,5,Great product and quick delivery.,2021-01-26
R50026,O82443,1,No comment,
R50027,O86471,4,No comment,2022-09-17
R50028,O33917,5,No comment,2025-05-22
R50029,O49493,5,Product as described. Good value.,2025-09-07
R50030,O86248,5,No comment,2025-08-08
R50031,O90969,5,Great product and quick delivery.,
R50032,O04641,5,Product as described. Good value.,
R50033,O78861,1,No comment,2022-11-13
R50034,O70709,5,No comment,
R50035,O40685,5,No comment,2024-11-01
R50036,O40893,4,Great product and quick delivery.,2025-09-09
R50037,O29162,1,Disappointed with the quality.,2024-07-15
R50038,O27917,5,Returned due to defects.,2021-12-14
R50039,O42484,5,Great product and quick delivery.,
R50040,O24173,4,No comment,2023-12-12
R50041,O93062,5,Product as described. Good value.,2024-03-10
R50042,O65796,5,No comment,2024-08-05
R50043,O41374,4,Returned due to defects.,2025-06-19
R50044,O35442,3,No comment,
R50045,O13176,5,Excellent quality and service.,2024-10-11
R50046,O26600,5,Great product and quick delivery.,2024-02-11
R50047,O09672,3,Packaging was fine. Works as intended.,2024-12-01
R50048,O83631,5,Great product and quick delivery.,
R50049,O34616,5,No comment,
R50050,O01492,5,No comment,2021-03-24
R50051,O45754,4,Excellent quality and service.,2023-09-11
R50052,O29037,4,Great product and quick delivery.,2022-11-07
R50053,O27601,4,Very satisfied with the purchase.,2024-12-18
R50054,O96931,5,Order cancelled by the seller.,2023-07-07
R50055,O37081,5,No comment,2022-07-10
R50056,O72790,4,Very satisfied with the purchase.,
R50057,O28461,5,No comment,
R50058,O98193,4,No comment,2021-10-22
R50059,O00317,5,No comment,
R50060,O52511,5,No comment,2022-11-07
R50061,O23533,1,Item arrived damaged.,
R50062,O62886,1,Disappointed with the quality.,2023-01-04
R50063,O08107,1,Item arrived damaged.,2021-09-16
R50064,O95208,1,Delivery was delayed and support was unhelpful.,2024-11-20
R50065,O29702,5,Product as described. Good value.,2023-07-12
R50066,O23408,3,No comment,2022-02-22
R50067,O22042,5,No comment,
R50068,O45618,5,No comment,
R50069,O75669,1,No comment,
R50070,O50611,1,No comment,
R50071,O89177,1,Delivery was delayed and support was unhelpful.,2022-12-18
R50072,O57279,5,No comment,
R50073,O97087,5,Product as described. Good value.,2022-10-21
R50074,O41049,4,No comment,
R50075,O21315,1,Not as described.,2024-08-03
R50076,O12183,5,No comment,2023-04-15
R50077,O61424,4,Product as described. Good value.,2025-07-14
R50078,O41339,5,No comment,
R50079,O72696,4,No comment,2023-04-14
R50080,O12036,1,No comment,
R50081,O85191,5,Cancelled due to change of mind.,
R50082,O87900,5,No comment,
R50083,O08342,3,No comment,
R50084,O00269,4,No comment,2025-10-15
R50085,O00921,5,No comment,2024-09-09
R50086,O02298,4,No comment,2024-01-07
R50087,O18006,5,No comment,
R50088,O94692,5,Very satisfied with the purchase.,
R50089,O10319,5,Product as described. Good value.,2021-10-15
R50090,O78312,3,No comment,2025-11-04
R50091,O66725,5,Very satisfied with the purchase.,
